Postaja,Leto,Mesec,NOX
ljubljana bezigrad,2010,Maj,29.0
ljubljana center,2010,Maj,81.0
maribor center,2010,Maj,43.0
celje,2010,Maj,16.0
trbovlje,2010,Maj,26.0
hrastnik,2010,Maj,25.0
nova gorica,2010,Maj,35.0
koper,2010,Maj,15.0
vnajnarje,2010,Maj,2.0
zavodnje,2010,Maj,3.0
skale,2010,Maj,6.0
kovk,2010,Maj,5.0
dobovec,2010,Maj,13.0
sveti mohor,2010,Maj,3.0
ljubljana bezigrad,2010,Jun,23.0
ljubljana center,2010,Jun,74.0
maribor center,2010,Jun,41.0
celje,2010,Jun,22.0
trbovlje,2010,Jun,20.0
hrastnik,2010,Jun,22.0
nova gorica,2010,Jun,29.0
koper,2010,Jun,19.0
vnajnarje,2010,Jun,3.0
zavodnje,2010,Jun,4.0
skale,2010,Jun,8.0
kovk,2010,Jun,7.0
dobovec,2010,Jun,7.0
sveti mohor,2010,Jun,4.0
ljubljana bezigrad,2010,Jul,24.0
ljubljana center,2010,Jul,66.0
maribor center,2010,Jul,39.0
celje,2010,Jul,19.0
trbovlje,2010,Jul,19.0
hrastnik,2010,Jul,19.0
nova gorica,2010,Jul,29.0
koper,2010,Jul,21.0
vnajnarje,2010,Jul,2.0
zavodnje,2010,Jul,5.0
skale,2010,Jul,7.0
kovk,2010,Jul,10.0
dobovec,2010,Jul,2.0
sveti mohor,2010,Jul,3.0
ljubljana bezigrad,2010,Avg,27.0
ljubljana center,2010,Avg,67.0
maribor center,2010,Avg,47.0
celje,2010,Avg,24.0
trbovlje,2010,Avg,22.0
hrastnik,2010,Avg,21.0
nova gorica,2010,Avg,27.0
koper,2010,Avg,23.0
vnajnarje,2010,Avg,3.0
zavodnje,2010,Avg,4.0
skale,2010,Avg,2.0
kovk,2010,Avg,15.0
dobovec,2010,Avg,3.0
sveti mohor,2010,Avg,4.0
ljubljana bezigrad,2010,Sep,42.0
ljubljana center,2010,Sep,86.0
maribor center,2010,Sep,64.0
celje,2010,Sep,38.0
trbovlje,2010,Sep,37.0
hrastnik,2010,Sep,31.0
nova gorica,2010,Sep,43.0
koper,2010,Sep,29.0
vnajnarje,2010,Sep,2.0
zavodnje,2010,Sep,4.0
skale,2010,Sep,7.0
kovk,2010,Sep,8.0
dobovec,2010,Sep,6.0
sveti mohor,2010,Sep,4.0
ljubljana bezigrad,2010,Okt,57.0
ljubljana center,2010,Okt,111.0
maribor center,2010,Okt,79.0
celje,2010,Okt,74.0
trbovlje,2010,Okt,48.0
hrastnik,2010,Okt,42.0
nova gorica,2010,Okt,59.0
koper,2010,Okt,26.0
vnajnarje,2010,Okt,3.0
zavodnje,2010,Okt,8.0
skale,2010,Okt,7.0
kovk,2010,Okt,9.0
dobovec,2010,Okt,5.0
sveti mohor,2010,Okt,5.0
ljubljana bezigrad,2010,Nov,78.0
ljubljana center,2010,Nov,123.0
maribor center,2010,Nov,99.0
celje,2010,Nov,94.0
trbovlje,2010,Nov,58.0
hrastnik,2010,Nov,49.0
nova gorica,2010,Nov,81.0
koper,2010,Nov,37.0
vnajnarje,2010,Nov,4.0
zavodnje,2010,Nov,9.0
skale,2010,Nov,11.0
kovk,2010,Nov,17.0
dobovec,2010,Nov,7.0
sveti mohor,2010,Nov,7.0
ljubljana bezigrad,2010,Dec,177.0
ljubljana center,2010,Dec,227.0
maribor center,2010,Dec,119.0
celje,2010,Dec,123.0
trbovlje,2010,Dec,86.0
hrastnik,2010,Dec,74.0
nova gorica,2010,Dec,119.0
koper,2010,Dec,40.0
vnajnarje,2010,Dec,9.0
zavodnje,2010,Dec,12.0
skale,2010,Dec,14.0
kovk,2010,Dec,23.0
dobovec,2010,Dec,8.0
sveti mohor,2010,Dec,4.0
ljubljana bezigrad,2011,Jan,99.0
ljubljana center,2011,Jan,140.0
maribor center,2011,Jan,115.0
maribor vrbanski p.,2011,Jan,31.0
celje,2011,Jan,82.0
trbovlje,2011,Jan,45.0
murska s. rakican,2011,Jan,31.0
nova gorica,2011,Jan,91.0
koper,2011,Jan,54.0
vnajnarje,2011,Jan,14.0
zavodnje,2011,Jan,15.0
skale,2011,Jan,15.0
kovk,2011,Jan,17.0
dobovec,2011,Jan,6.0
sveti mohor,2011,Jan,9.0
ljubljana bezigrad,2011,Feb,77.0
ljubljana center,2011,Feb,131.0
maribor center,2011,Feb,101.0
maribor vrbanski p.,2011,Feb,24.0
celje,2011,Feb,71.0
trbovlje,2011,Feb,41.0
murska s. rakican,2011,Feb,29.0
nova gorica,2011,Feb,89.0
koper,2011,Feb,46.0
vnajnarje,2011,Feb,8.0
zavodnje,2011,Feb,17.0
skale,2011,Feb,17.0
kovk,2011,Feb,22.0
dobovec,2011,Feb,8.0
sveti mohor,2011,Feb,14.0
ljubljana bezigrad,2011,Mar,48.0
ljubljana center,2011,Mar,106.0
maribor center,2011,Mar,85.0
maribor vrbanski p.,2011,Mar,18.0
celje,2011,Mar,58.0
trbovlje,2011,Mar,33.0
murska s. rakican,2011,Mar,24.0
nova gorica,2011,Mar,59.0
koper,2011,Mar,29.0
vnajnarje,2011,Mar,4.0
zavodnje,2011,Mar,10.0
skale,2011,Mar,15.0
kovk,2011,Mar,20.0
dobovec,2011,Mar,6.0
sveti mohor,2011,Mar,10.0
ljubljana bezigrad,2011,Apr,40.0
ljubljana center,2011,Apr,88.0
maribor center,2011,Apr,65.0
maribor vrbanski p.,2011,Apr,10.0
celje,2011,Apr,39.0
trbovlje,2011,Apr,30.0
murska s. rakican,2011,Apr,18.0
nova gorica,2011,Apr,42.0
koper,2011,Apr,27.0
vnajnarje,2011,Apr,6.0
zavodnje,2011,Apr,7.0
skale,2011,Apr,7.0
kovk,2011,Apr,9.0
dobovec,2011,Apr,4.0
sveti mohor,2011,Apr,5.0
ljubljana bezigrad,2011,Maj,31.0
ljubljana center,2011,Maj,79.0
maribor center,2011,Maj,54.0
maribor vrbanski p.,2011,Maj,9.0
celje,2011,Maj,30.0
trbovlje,2011,Maj,26.0
murska s. rakican,2011,Maj,15.0
nova gorica,2011,Maj,28.0
koper,2011,Maj,18.0
vnajnarje,2011,Maj,1.0
zavodnje,2011,Maj,7.0
skale,2011,Maj,2.0
kovk,2011,Maj,8.0
dobovec,2011,Maj,5.0
sveti mohor,2011,Maj,3.0
ljubljana bezigrad,2011,Jun,26.0
ljubljana center,2011,Jun,73.0
maribor center,2011,Jun,47.0
maribor vrbanski p.,2011,Jun,7.0
celje,2011,Jun,22.0
trbovlje,2011,Jun,26.0
murska s. rakican,2011,Jun,10.0
nova gorica,2011,Jun,28.0
koper,2011,Jun,16.0
vnajnarje,2011,Jun,3.0
zavodnje,2011,Jun,6.0
skale,2011,Jun,6.0
kovk,2011,Jun,12.0
dobovec,2011,Jun,4.0
sveti mohor,2011,Jun,6.0
ljubljana bezigrad,2011,Jul,20.0
ljubljana center,2011,Jul,60.0
maribor center,2011,Jul,46.0
maribor vrbanski p.,2011,Jul,7.0
celje,2011,Jul,21.0
trbovlje,2011,Jul,19.0
murska s. rakican,2011,Jul,12.0
nova gorica,2011,Jul,27.0
koper,2011,Jul,15.0
vnajnarje,2011,Jul,4.0
zavodnje,2011,Jul,6.0
skale,2011,Jul,5.0
kovk,2011,Jul,12.0
dobovec,2011,Jul,4.0
sveti mohor,2011,Jul,6.0
ljubljana bezigrad,2011,Avg,26.0
ljubljana center,2011,Avg,70.0
maribor center,2011,Avg,48.0
maribor vrbanski p.,2011,Avg,7.0
celje,2011,Avg,24.0
trbovlje,2011,Avg,20.0
murska s. rakican,2011,Avg,16.0
nova gorica,2011,Avg,31.0
koper,2011,Avg,18.0
vnajnarje,2011,Avg,3.0
zavodnje,2011,Avg,9.0
skale,2011,Avg,3.0
kovk,2011,Avg,7.0
dobovec,2011,Avg,4.0
sveti mohor,2011,Avg,4.0
ljubljana bezigrad,2011,Sep,38.0
ljubljana center,2011,Sep,94.0
maribor center,2011,Sep,52.0
maribor vrbanski p.,2011,Sep,9.0
celje,2011,Sep,39.0
trbovlje,2011,Sep,26.0
murska s. rakican,2011,Sep,16.0
nova gorica,2011,Sep,47.0
koper,2011,Sep,18.0
vnajnarje,2011,Sep,4.0
zavodnje,2011,Sep,9.0
skale,2011,Sep,6.0
kovk,2011,Sep,9.0
dobovec,2011,Sep,6.0
sveti mohor,2011,Sep,4.0
ljubljana bezigrad,2011,Okt,59.0
ljubljana center,2011,Okt,111.0
maribor center,2011,Okt,59.0
maribor vrbanski p.,2011,Okt,15.0
celje,2011,Okt,38.0
trbovlje,2011,Okt,42.0
murska s. rakican,2011,Okt,27.0
nova gorica,2011,Okt,59.0
koper,2011,Okt,22.0
vnajnarje,2011,Okt,9.0
zavodnje,2011,Okt,8.0
skale,2011,Okt,11.0
kovk,2011,Okt,11.0
dobovec,2011,Okt,9.0
sveti mohor,2011,Okt,7.0
ljubljana bezigrad,2011,Nov,89.0
ljubljana center,2011,Nov,136.0
maribor center,2011,Nov,92.0
maribor vrbanski p.,2011,Nov,37.0
celje,2011,Nov,66.0
trbovlje,2011,Nov,45.0
murska s. rakican,2011,Nov,30.0
nova gorica,2011,Nov,89.0
koper,2011,Nov,33.0
vnajnarje,2011,Nov,21.0
zavodnje,2011,Nov,23.0
skale,2011,Nov,18.0
kovk,2011,Nov,22.0
dobovec,2011,Nov,24.0
sveti mohor,2011,Nov,19.0
ljubljana bezigrad,2011,Dec,110.0
ljubljana center,2011,Dec,165.0
maribor center,2011,Dec,83.0
maribor vrbanski p.,2011,Dec,30.0
celje,2011,Dec,78.0
trbovlje,2011,Dec,44.0
murska s. rakican,2011,Dec,37.0
nova gorica,2011,Dec,103.0
koper,2011,Dec,39.0
vnajnarje,2011,Dec,16.0
zavodnje,2011,Dec,13.0
skale,2011,Dec,16.0
kovk,2011,Dec,10.0
dobovec,2011,Dec,8.0
sveti mohor,2011,Dec,17.0
ljubljana bezigrad,2012,Jan,91.0
ljubljana center,2012,Jan,157.0
maribor center,2012,Jan,74.0
maribor vrbanski plato,2012,Jan,23.0
celje,2012,Jan,89.0
trbovlje,2012,Jan,46.0
zagorje,2012,Jan,
murska sobota rakican,2012,Jan,33.0
nova gorica,2012,Jan,92.0
koper,2012,Jan,40.0
zelena trava,2012,Jan,19.0
vnajnarje,2012,Jan,11.0
zavodnje,2012,Jan,10.0
skale,2012,Jan,12.0
kovk,2012,Jan,10.0
dobovec,2012,Jan,10.0
sveti mohor,2012,Jan,12.0
ljubljana bezigrad,2012,Feb,45.0
ljubljana center,2012,Feb,115.0
maribor center,2012,Feb,83.0
maribor vrbanski plato,2012,Feb,26.0
celje,2012,Feb,79.0
trbovlje,2012,Feb,35.0
zagorje,2012,Feb,
murska sobota rakican,2012,Feb,32.0
nova gorica,2012,Feb,50.0
koper,2012,Feb,31.0
zelena trava,2012,Feb,15.0
vnajnarje,2012,Feb,11.0
zavodnje,2012,Feb,8.0
skale,2012,Feb,10.0
kovk,2012,Feb,5.0
dobovec,2012,Feb,13.0
sveti mohor,2012,Feb,13.0
ljubljana bezigrad,2012,Mar,46.0
ljubljana center,2012,Mar,107.0
maribor center,2012,Mar,84.0
maribor vrbanski plato,2012,Mar,20.0
celje,2012,Mar,70.0
trbovlje,2012,Mar,46.0
zagorje,2012,Mar,56.0
murska sobota rakican,2012,Mar,26.0
nova gorica,2012,Mar,52.0
koper,2012,Mar,32.0
zelena trava,2012,Mar,25.0
vnajnarje,2012,Mar,10.0
zavodnje,2012,Mar,11.0
skale,2012,Mar,6.0
kovk,2012,Mar,5.0
dobovec,2012,Mar,11.0
sveti mohor,2012,Mar,9.0
ljubljana bezigrad,2012,Apr,23.0
ljubljana center,2012,Apr,74.0
maribor center,2012,Apr,63.0
maribor vrbanski plato,2012,Apr,15.0
celje,2012,Apr,29.0
trbovlje,2012,Apr,22.0
zagorje,2012,Apr,41.0
murska sobota rakican,2012,Apr,22.0
nova gorica,2012,Apr,31.0
koper,2012,Apr,16.0
zelena trava,2012,Apr,6.0
vnajnarje,2012,Apr,10.0
zavodnje,2012,Apr,10.0
skale,2012,Apr,6.0
kovk,2012,Apr,2.0
dobovec,2012,Apr,3.0
sveti mohor,2012,Apr,4.0
ljubljana bezigrad,2012,Maj,27.0
ljubljana center,2012,Maj,74.0
maribor center,2012,Maj,45.0
maribor vrbanski plato,2012,Maj,10.0
celje,2012,Maj,23.0
trbovlje,2012,Maj,20.0
zagorje,2012,Maj,35.0
murska sobota rakican,2012,Maj,22.0
nova gorica,2012,Maj,25.0
koper,2012,Maj,19.0
zelena trava,2012,Maj,3.0
vnajnarje,2012,Maj,9.0
zavodnje,2012,Maj,10.0
skale,2012,Maj,6.0
kovk,2012,Maj,4.0
dobovec,2012,Maj,3.0
sveti mohor,2012,Maj,5.0
ljubljana bezigrad,2012,Jun,21.0
ljubljana center,2012,Jun,66.0
maribor center,2012,Jun,45.0
maribor vrbanski plato,2012,Jun,10.0
celje,2012,Jun,21.0
trbovlje,2012,Jun,21.0
zagorje,2012,Jun,36.0
murska sobota rakican,2012,Jun,18.0
nova gorica,2012,Jun,27.0
koper,2012,Jun,15.0
zelena trava,2012,Jun,1.0
vnajnarje,2012,Jun,11.0
zavodnje,2012,Jun,7.0
skale,2012,Jun,7.0
kovk,2012,Jun,4.0
dobovec,2012,Jun,2.0
sveti mohor,2012,Jun,5.0
ljubljana bezigrad,2012,Jul,20.0
ljubljana center,2012,Jul,62.0
maribor center,2012,Jul,38.0
maribor vrbanski plato,2012,Jul,8.0
celje,2012,Jul,21.0
trbovlje,2012,Jul,17.0
zagorje,2012,Jul,29.0
murska sobota rakican,2012,Jul,20.0
nova gorica,2012,Jul,22.0
koper,2012,Jul,16.0
zelena trava,2012,Jul,
vnajnarje,2012,Jul,12.0
zavodnje,2012,Jul,10.0
skale,2012,Jul,5.0
kovk,2012,Jul,2.0
dobovec,2012,Jul,2.0
sveti mohor,2012,Jul,6.0
ljubljana bezigrad,2012,Avg,23.0
ljubljana center,2012,Avg,71.0
maribor center,2012,Avg,47.0
maribor vrbanski plato,2012,Avg,8.0
celje,2012,Avg,27.0
trbovlje,2012,Avg,23.0
zagorje,2012,Avg,31.0
murska sobota rakican,2012,Avg,23.0
nova gorica,2012,Avg,28.0
koper,2012,Avg,17.0
zelena trava,2012,Avg,
vnajnarje,2012,Avg,10.0
zavodnje,2012,Avg,10.0
skale,2012,Avg,7.0
kovk,2012,Avg,4.0
dobovec,2012,Avg,1.0
sveti mohor,2012,Avg,7.0
ljubljana bezigrad,2012,Sep,34.0
ljubljana center,2012,Sep,87.0
maribor center,2012,Sep,50.0
maribor vrbanski plato,2012,Sep,10.0
celje,2012,Sep,37.0
trbovlje,2012,Sep,28.0
zagorje,2012,Sep,41.0
murska sobota rakican,2012,Sep,27.0
nova gorica,2012,Sep,37.0
koper,2012,Sep,15.0
zelena trava,2012,Sep,5.0
vnajnarje,2012,Sep,11.0
zavodnje,2012,Sep,9.0
skale,2012,Sep,5.0
kovk,2012,Sep,14.0
dobovec,2012,Sep,2.0
sveti mohor,2012,Sep,6.0
ljubljana bezigrad,2012,Okt,42.0
ljubljana center,2012,Okt,89.0
maribor center,2012,Okt,70.0
maribor vrbanski plato,2012,Okt,18.0
celje,2012,Okt,43.0
trbovlje,2012,Okt,30.0
zagorje,2012,Okt,50.0
murska sobota rakican,2012,Okt,30.0
nova gorica,2012,Okt,50.0
koper,2012,Okt,16.0
zelena trava,2012,Okt,17.0
vnajnarje,2012,Okt,12.0
zavodnje,2012,Okt,14.0
skale,2012,Okt,12.0
kovk,2012,Okt,16.0
dobovec,2012,Okt,6.0
sveti mohor,2012,Okt,8.0
ljubljana bezigrad,2012,Nov,65.0
ljubljana center,2012,Nov,99.0
maribor center,2012,Nov,82.0
maribor vrbanski plato,2012,Nov,23.0
celje,2012,Nov,62.0
trbovlje,2012,Nov,37.0
zagorje,2012,Nov,63.0
murska sobota rakican,2012,Nov,32.0
nova gorica,2012,Nov,72.0
koper,2012,Nov,25.0
zelena trava,2012,Nov,26.0
vnajnarje,2012,Nov,12.0
zavodnje,2012,Nov,10.0
skale,2012,Nov,14.0
kovk,2012,Nov,18.0
dobovec,2012,Nov,9.0
sveti mohor,2012,Nov,10.0
ljubljana bezigrad,2012,Dec,131.0
ljubljana center,2012,Dec,147.0
maribor center,2012,Dec,93.0
maribor vrbanski plato,2012,Dec,29.0
celje,2012,Dec,97.0
trbovlje,2012,Dec,57.0
zagorje,2012,Dec,91.0
murska sobota rakican,2012,Dec,43.0
nova gorica,2012,Dec,110.0
koper,2012,Dec,45.0
zelena trava,2012,Dec,23.0
vnajnarje,2012,Dec,18.0
zavodnje,2012,Dec,11.0
skale,2012,Dec,14.0
kovk,2012,Dec,
dobovec,2012,Dec,10.0
sveti mohor,2012,Dec,16.0
lj bezigrad,2013,Jan,97.0
mb center,2013,Jan,104.0
celje,2013,Jan,100.0
ms rakican,2013,Jan,95.0
nova gorica,2013,Jan,104.0
trbovlje,2013,Jan,61.0
zagorje,2013,Jan,65.0
koper,2013,Jan,86.0
mb vrbanski pl.,2013,Jan,100.0
vnajnarje,2013,Jan,51.0
zavodnje,2013,Jan,64.0
skale,2013,Jan,48.0
kovk,2013,Jan,41.0
dobovec,2013,Jan,49.0
sv. mohor,2013,Jan,48.0
lj center,2013,Jan,130.0
amp gaji,2013,Jan,87.0
zelena trava,2013,Jan,97.0
lj bezigrad,2013,Feb,104.0
mb center,2013,Feb,93.0
celje,2013,Feb,106.0
ms rakican,2013,Feb,92.0
nova gorica,2013,Feb,104.0
trbovlje,2013,Feb,62.0
zagorje,2013,Feb,70.0
koper,2013,Feb,76.0
mb vrbanski pl.,2013,Feb,75.0
vnajnarje,2013,Feb,40.0
zavodnje,2013,Feb,55.0
skale,2013,Feb,42.0
kovk,2013,Feb,38.0
dobovec,2013,Feb,21.0
sv. mohor,2013,Feb,28.0
lj center,2013,Feb,120.0
amp gaji,2013,Feb,101.0
zelena trava,2013,Feb,34.0
lj bezigrad,2013,Mar,110.0
mb center,2013,Mar,115.0
celje,2013,Mar,115.0
ms rakican,2013,Mar,93.0
nova gorica,2013,Mar,96.0
trbovlje,2013,Mar,60.0
zagorje,2013,Mar,62.0
koper,2013,Mar,90.0
mb vrbanski pl.,2013,Mar,64.0
vnajnarje,2013,Mar,41.0
zavodnje,2013,Mar,48.0
skale,2013,Mar,38.0
kovk,2013,Mar,44.0
dobovec,2013,Mar,31.0
sv. mohor,2013,Mar,34.0
lj center,2013,Mar,144.0
amp gaji,2013,Mar,110.0
zelena trava,2013,Mar,57.0
lj bezigrad,2013,Apr,91.0
mb center,2013,Apr,111.0
celje,2013,Apr,75.0
ms rakican,2013,Apr,87.0
nova gorica,2013,Apr,85.0
trbovlje,2013,Apr,58.0
zagorje,2013,Apr,60.0
koper,2013,Apr,95.0
mb vrbanski pl.,2013,Apr,53.0
vnajnarje,2013,Apr,21.0
zavodnje,2013,Apr,27.0
skale,2013,Apr,41.0
kovk,2013,Apr,40.0
dobovec,2013,Apr,16.0
sv. mohor,2013,Apr,26.0
lj center,2013,Apr,109.0
amp gaji,2013,Apr,85.0
zelena trava,2013,Apr,83.0
lj bezigrad,2013,Maj,94.0
mb center,2013,Maj,69.0
celje,2013,Maj,59.0
ms rakican,2013,Maj,38.0
nova gorica,2013,Maj,79.0
trbovlje,2013,Maj,42.0
zagorje,2013,Maj,44.0
koper,2013,Maj,53.0
mb vrbanski pl.,2013,Maj,37.0
vnajnarje,2013,Maj,19.0
zavodnje,2013,Maj,19.0
skale,2013,Maj,30.0
kovk,2013,Maj,29.0
dobovec,2013,Maj,36.0
sv. mohor,2013,Maj,18.0
lj center,2013,Maj,96.0
amp gaji,2013,Maj,54.0
zelena trava,2013,Maj,57.0
lj bezigrad,2013,Jun,57.0
mb center,2013,Jun,91.0
celje,2013,Jun,57.0
ms rakican,2013,Jun,61.0
nova gorica,2013,Jun,76.0
trbovlje,2013,Jun,53.0
zagorje,2013,Jun,64.0
koper,2013,Jun,68.0
mb vrbanski pl.,2013,Jun,29.0
vnajnarje,2013,Jun,31.0
zavodnje,2013,Jun,78.0
skale,2013,Jun,50.0
kovk,2013,Jun,30.0
dobovec,2013,Jun,46.0
sv. mohor,2013,Jun,16.0
lj center,2013,Jun,91.0
amp gaji,2013,Jun,45.0
zelena trava,2013,Jun,61.0
lj bezigrad,2013,Jul,74.0
mb center,2013,Jul,136.0
celje,2013,Jul,49.0
ms rakican,2013,Jul,42.0
nova gorica,2013,Jul,66.0
trbovlje,2013,Jul,46.0
zagorje,2013,Jul,61.0
koper,2013,Jul,61.0
mb vrbanski pl.,2013,Jul,29.0
vnajnarje,2013,Jul,18.0
zavodnje,2013,Jul,82.0
skale,2013,Jul,60.0
kovk,2013,Jul,42.0
dobovec,2013,Jul,42.0
sv. mohor,2013,Jul,25.0
lj center,2013,Jul,88.0
amp gaji,2013,Jul,38.0
zelena trava,2013,Jul,55.0
lj bezigrad,2013,Avg,80.0
mb center,2013,Avg,95.0
celje,2013,Avg,64.0
ms rakican,2013,Avg,39.0
nova gorica,2013,Avg,72.0
trbovlje,2013,Avg,42.0
zagorje,2013,Avg,71.0
koper,2013,Avg,68.0
mb vrbanski pl.,2013,Avg,26.0
vnajnarje,2013,Avg,33.0
zavodnje,2013,Avg,89.0
skale,2013,Avg,64.0
kovk,2013,Avg,44.0
dobovec,2013,Avg,53.0
sv. mohor,2013,Avg,16.0
lj center,2013,Avg,115.0
amp gaji,2013,Avg,58.0
zelena trava,2013,Avg,108.0
lj bezigrad,2013,Sep,61.0
mb center,2013,Sep,71.0
celje,2013,Sep,85.0
ms rakican,2013,Sep,47.0
nova gorica,2013,Sep,71.0
trbovlje,2013,Sep,31.0
zagorje,2013,Sep,62.0
koper,2013,Sep,65.0
mb vrbanski pl.,2013,Sep,35.0
vnajnarje,2013,Sep,40.0
zavodnje,2013,Sep,68.0
skale,2013,Sep,42.0
kovk,2013,Sep,56.0
dobovec,2013,Sep,77.0
sv. mohor,2013,Sep,19.0
lj center,2013,Sep,106.0
amp gaji,2013,Sep,41.0
zelena trava,2013,Sep,81.0
lj bezigrad,2013,Okt,85.0
mb center,2013,Okt,109.0
celje,2013,Okt,88.0
ms rakican,2013,Okt,40.0
nova gorica,2013,Okt,53.0
trbovlje,2013,Okt,67.0
zagorje,2013,Okt,65.0
koper,2013,Okt,64.0
mb vrbanski pl.,2013,Okt,54.0
vnajnarje,2013,Okt,33.0
zavodnje,2013,Okt,48.0
skale,2013,Okt,59.0
kovk,2013,Okt,86.0
dobovec,2013,Okt,87.0
sv. mohor,2013,Okt,34.0
lj center,2013,Okt,112.0
amp gaji,2013,Okt,44.0
zelena trava,2013,Okt,72.0
lj bezigrad,2013,Nov,94.0
mb center,2013,Nov,95.0
celje,2013,Nov,104.0
ms rakican,2013,Nov,67.0
nova gorica,2013,Nov,90.0
trbovlje,2013,Nov,97.0
zagorje,2013,Nov,70.0
koper,2013,Nov,94.0
mb vrbanski pl.,2013,Nov,64.0
vnajnarje,2013,Nov,41.0
zavodnje,2013,Nov,43.0
skale,2013,Nov,39.0
kovk,2013,Nov,60.0
dobovec,2013,Nov,96.0
sv. mohor,2013,Nov,36.0
lj center,2013,Nov,107.0
amp gaji,2013,Nov,58.0
zelena trava,2013,Nov,48.0
lj bezigrad,2013,Dec,152.0
mb center,2013,Dec,93.0
celje,2013,Dec,114.0
ms rakican,2013,Dec,68.0
nova gorica,2013,Dec,108.0
trbovlje,2013,Dec,87.0
zagorje,2013,Dec,85.0
koper,2013,Dec,107.0
mb vrbanski pl.,2013,Dec,72.0
vnajnarje,2013,Dec,149.0
zavodnje,2013,Dec,94.0
skale,2013,Dec,58.0
kovk,2013,Dec,76.0
dobovec,2013,Dec,89.0
sv. mohor,2013,Dec,49.0
lj center,2013,Dec,142.0
amp gaji,2013,Dec,77.0
zelena trava,2013,Dec,51.0
ljubljana bezigrad,2014,Jan,80.0
maribor,2014,Jan,107.0
celje,2014,Jan,84.0
murska sobota-rakican,2014,Jan,55.0
nova gorica,2014,Jan,68.0
trbovlje,2014,Jan,60.0
zagorje,2014,Jan,65.0
koper,2014,Jan,72.0
mb vrbanski,2014,Jan,83.0
vnajnarje,2014,Jan,48.0
zavodnje,2014,Jan,57.0
skale,2014,Jan,53.0
kovk,2014,Jan,38.0
dobovec,2014,Jan,86.0
sv. mohor,2014,Jan,39.0
lj center,2014,Jan,93.0
amp gaji,2014,Jan,69.0
zelena trava,2014,Jan,47.0
ljubljana bezigrad,2014,Feb,97.0
maribor,2014,Feb,107.0
celje,2014,Feb,96.0
murska sobota-rakican,2014,Feb,58.0
nova gorica,2014,Feb,72.0
trbovlje,2014,Feb,64.0
zagorje,2014,Feb,71.0
koper,2014,Feb,65.0
mb vrbanski,2014,Feb,83.0
vnajnarje,2014,Feb,56.0
zavodnje,2014,Feb,34.0
skale,2014,Feb,50.0
kovk,2014,Feb,67.0
dobovec,2014,Feb,67.0
sv. mohor,2014,Feb,41.0
lj center,2014,Feb,104.0
amp gaji,2014,Feb,89.0
zelena trava,2014,Feb,40.0
ljubljana bezigrad,2014,Mar,154.0
maribor,2014,Mar,103.0
celje,2014,Mar,122.0
murska sobota-rakican,2014,Mar,80.0
nova gorica,2014,Mar,100.0
trbovlje,2014,Mar,74.0
zagorje,2014,Mar,87.0
koper,2014,Mar,102.0
mb vrbanski,2014,Mar,59.0
vnajnarje,2014,Mar,44.0
zavodnje,2014,Mar,61.0
skale,2014,Mar,58.0
kovk,2014,Mar,28.0
dobovec,2014,Mar,66.0
sv. mohor,2014,Mar,30.0
lj center,2014,Mar,155.0
amp gaji,2014,Mar,89.0
zelena trava,2014,Mar,28.0
ljubljana bezigrad,2014,Apr,115.0
maribor,2014,Apr,98.0
celje,2014,Apr,98.0
murska sobota-rakican,2014,Apr,56.0
nova gorica,2014,Apr,81.0
trbovlje,2014,Apr,61.0
zagorje,2014,Apr,77.0
koper,2014,Apr,95.0
mb vrbanski,2014,Apr,60.0
vnajnarje,2014,Apr,22.0
zavodnje,2014,Apr,37.0
skale,2014,Apr,51.0
kovk,2014,Apr,31.0
dobovec,2014,Apr,68.0
sv. mohor,2014,Apr,18.0
lj center,2014,Apr,100.0
amp gaji,2014,Apr,77.0
zelena trava,2014,Apr,26.0
ljubljana bezigrad,2014,Maj,62.0
maribor,2014,Maj,96.0
celje,2014,Maj,85.0
murska sobota-rakican,2014,Maj,60.0
nova gorica,2014,Maj,67.0
trbovlje,2014,Maj,52.0
zagorje,2014,Maj,57.0
koper,2014,Maj,62.0
mb vrbanski,2014,Maj,46.0
vnajnarje,2014,Maj,17.0
zavodnje,2014,Maj,38.0
skale,2014,Maj,78.0
kovk,2014,Maj,34.0
dobovec,2014,Maj,53.0
sv. mohor,2014,Maj,18.0
lj center,2014,Maj,100.0
amp gaji,2014,Maj,51.0
zelena trava,2014,Maj,26.0
ljubljana bezigrad,2014,Jun,81.0
maribor,2014,Jun,99.0
celje,2014,Jun,79.0
murska sobota-rakican,2014,Jun,36.0
nova gorica,2014,Jun,61.0
trbovlje,2014,Jun,56.0
zagorje,2014,Jun,40.0
koper,2014,Jun,53.0
mb vrbanski,2014,Jun,31.0
vnajnarje,2014,Jun,19.0
zavodnje,2014,Jun,29.0
skale,2014,Jun,74.0
kovk,2014,Jun,34.0
dobovec,2014,Jun,54.0
sv. mohor,2014,Jun,19.0
lj center,2014,Jun,96.0
amp gaji,2014,Jun,49.0
zelena trava,2014,Jun,55.0
ljubljana bezigrad,2014,Jul,65.0
maribor,2014,Jul,78.0
celje,2014,Jul,74.0
murska sobota-rakican,2014,Jul,32.0
nova gorica,2014,Jul,59.0
trbovlje,2014,Jul,45.0
zagorje,2014,Jul,48.0
koper,2014,Jul,58.0
mb vrbanski,2014,Jul,29.0
