Postaja,Regija,Leto,Mesec,Snov,Vrednost
lj bezigrad,Osrednjeslovenska,2013,Nov,SO2,3.0
celje,Savinjska,2013,Nov,SO2,4.0
trbovlje,Zasavska,2013,Nov,SO2,4.0
zagorje,Zasavska,2013,Nov,SO2,6.0
hrastnik,Zasavska,2013,Nov,SO2,4.0
sostanj,Savinjska,2013,Nov,SO2,2.0
topolsica,Savinjska,2013,Nov,SO2,1.0
veliki vrh,Savinjska,2013,Nov,SO2,6.0
zavodnje,Savinjska,2013,Nov,SO2,4.0
graska gora,Koroška,2013,Nov,SO2,4.0
velenje,Savinjska,2013,Nov,SO2,1.0
pesje,Posavska,2013,Nov,SO2,4.0
skale,Savinjska,2013,Nov,SO2,5.0
kovk,Zasavska,2013,Nov,SO2,10.0
dobovec,Zasavska,2013,Nov,SO2,7.0
kum,Zasavska,2013,Nov,SO2,3.0
ravenska vas,Zasavska,2013,Nov,SO2,8.0
sv. mohor,Savinjska,2013,Nov,SO2,4.0
lj center,Osrednjeslovenska,2013,Nov,SO2,2.0
vnajnarje,Osrednjeslovenska,2013,Nov,SO2,1.0
zelena trava,Zasavska,2013,Nov,SO2,6.0
amp gaji,Savinjska,2013,Nov,SO2,5.0
lj bezigrad,Osrednjeslovenska,2013,Nov,NO2,29.0
maribor center,Podravska,2013,Nov,NO2,29.0
celje,Savinjska,2013,Nov,NO2,30.0
ms rakican,Pomurska,2013,Nov,NO2,12.0
nova gorica,Goriška,2013,Nov,NO2,25.0
trbovlje,Zasavska,2013,Nov,NO2,20.0
zagorje,Zasavska,2013,Nov,NO2,26.0
koper,Obalno-kraška,2013,Nov,NO2,23.0
mb vrbanski plato,Podravska,2013,Nov,NO2,18.0
zavodnje,Savinjska,2013,Nov,NO2,9.0
skale,Savinjska,2013,Nov,NO2,8.0
kovk,Zasavska,2013,Nov,NO2,19.0
dobovec,Zasavska,2013,Nov,NO2,35.0
sv. mohor,Savinjska,2013,Nov,NO2,8.0
lj center,Osrednjeslovenska,2013,Nov,NO2,35.0
vnajnarje,Osrednjeslovenska,2013,Nov,NO2,9.0
zelena trava,Zasavska,2013,Nov,NO2,17.0
amp gaji,Savinjska,2013,Nov,NO2,14.0
lj bezigrad,Osrednjeslovenska,2013,Nov,NOX,94.0
mb center,Podravska,2013,Nov,NOX,95.0
celje,Savinjska,2013,Nov,NOX,104.0
ms rakican,Pomurska,2013,Nov,NOX,67.0
nova gorica,Goriška,2013,Nov,NOX,90.0
trbovlje,Zasavska,2013,Nov,NOX,97.0
zagorje,Zasavska,2013,Nov,NOX,70.0
koper,Obalno-kraška,2013,Nov,NOX,94.0
mb vrbanski pl.,Podravska,2013,Nov,NOX,64.0
vnajnarje,Osrednjeslovenska,2013,Nov,NOX,41.0
zavodnje,Savinjska,2013,Nov,NOX,43.0
skale,Savinjska,2013,Nov,NOX,39.0
kovk,Zasavska,2013,Nov,NOX,60.0
dobovec,Zasavska,2013,Nov,NOX,96.0
sv. mohor,Savinjska,2013,Nov,NOX,36.0
lj center,Osrednjeslovenska,2013,Nov,NOX,107.0
amp gaji,Savinjska,2013,Nov,NOX,58.0
zelena trava,Zasavska,2013,Nov,NOX,48.0
ljubljana bezigrad,Osrednjeslovenska,2013,Dec,PM10,48.0
maribor center,Podravska,2013,Dec,PM10,40.0
celje,Savinjska,2013,Dec,PM10,53.0
ms rakican,Pomurska,2013,Dec,PM10,44.0
nova gorica,Goriška,2013,Dec,PM10,40.0
trbovlje,Zasavska,2013,Dec,PM10,55.0
zagorje,Zasavska,2013,Dec,PM10,58.0
hrastnik,Zasavska,2013,Dec,PM10,39.0
koper,Obalno-kraška,2013,Dec,PM10,34.0
iskrba,Jugovzhodna Slovenija,2013,Dec,PM10,11.0
zerjav,Koroška,2013,Dec,PM10,39.0
lj biotehnicna fak.,Osrednjeslovenska,2013,Dec,PM10,48.0
kranj,Gorenjska,2013,Dec,PM10,45.0
novo mesto,Jugovzhodna Slovenija,2013,Dec,PM10,51.0
velenje,Savinjska,2013,Dec,PM10,28.0
vrbanski plato,Podravska,2013,Dec,PM10,30.0
sostanj,Savinjska,2013,Dec,PM10,20.0
pesje,Posavska,2013,Dec,PM10,26.0
skale,Savinjska,2013,Dec,PM10,20.0
kovk,Zasavska,2013,Dec,PM10,15.0
dobovec,Zasavska,2013,Dec,PM10,10.0
prapretno,Zasavska,2013,Dec,PM10,25.0
lj center,Osrednjeslovenska,2013,Dec,PM10,65.0
vnajnarje,Osrednjeslovenska,2013,Dec,PM10,28.0
zelena trava,Zasavska,2013,Dec,PM10,21.0
amp gaji,Savinjska,2013,Dec,PM10,46.0
lj bezigrad,Osrednjeslovenska,2013,Dec,SO2,3.0
celje,Savinjska,2013,Dec,SO2,5.0
trbovlje,Zasavska,2013,Dec,SO2,5.0
zagorje,Zasavska,2013,Dec,SO2,5.0
hrastnik,Zasavska,2013,Dec,SO2,5.0
sostanj,Savinjska,2013,Dec,SO2,4.0
topolsica,Savinjska,2013,Dec,SO2,2.0
veliki vrh,Savinjska,2013,Dec,SO2,5.0
zavodnje,Savinjska,2013,Dec,SO2,4.0
graska gora,Koroška,2013,Dec,SO2,6.0
velenje,Savinjska,2013,Dec,SO2,2.0
pesje,Posavska,2013,Dec,SO2,5.0
skale,Savinjska,2013,Dec,SO2,7.0
kovk,Zasavska,2013,Dec,SO2,8.0
dobovec,Zasavska,2013,Dec,SO2,11.0
kum,Zasavska,2013,Dec,SO2,3.0
ravenska vas,Zasavska,2013,Dec,SO2,10.0
sv. mohor,Savinjska,2013,Dec,SO2,4.0
lj center,Osrednjeslovenska,2013,Dec,SO2,2.0
vnajnarje,Osrednjeslovenska,2013,Dec,SO2,4.0
zelena trava,Zasavska,2013,Dec,SO2,8.0
amp gaji,Savinjska,2013,Dec,SO2,
lj bezigrad,Osrednjeslovenska,2013,Dec,NO2,48.0
maribor center,Podravska,2013,Dec,NO2,40.0
celje,Savinjska,2013,Dec,NO2,38.0
ms rakican,Pomurska,2013,Dec,NO2,21.0
nova gorica,Goriška,2013,Dec,NO2,40.0
trbovlje,Zasavska,2013,Dec,NO2,29.0
zagorje,Zasavska,2013,Dec,NO2,35.0
koper,Obalno-kraška,2013,Dec,NO2,38.0
mb vrbanski plato,Podravska,2013,Dec,NO2,28.0
zavodnje,Savinjska,2013,Dec,NO2,16.0
skale,Savinjska,2013,Dec,NO2,13.0
kovk,Zasavska,2013,Dec,NO2,31.0
dobovec,Zasavska,2013,Dec,NO2,34.0
sv. mohor,Savinjska,2013,Dec,NO2,14.0
lj center,Osrednjeslovenska,2013,Dec,NO2,48.0
vnajnarje,Osrednjeslovenska,2013,Dec,NO2,16.0
zelena trava,Zasavska,2013,Dec,NO2,22.0
amp gaji,Savinjska,2013,Dec,NO2,28.0
lj bezigrad,Osrednjeslovenska,2013,Dec,NOX,152.0
mb center,Podravska,2013,Dec,NOX,93.0
celje,Savinjska,2013,Dec,NOX,114.0
ms rakican,Pomurska,2013,Dec,NOX,68.0
nova gorica,Goriška,2013,Dec,NOX,108.0
trbovlje,Zasavska,2013,Dec,NOX,87.0
zagorje,Zasavska,2013,Dec,NOX,85.0
koper,Obalno-kraška,2013,Dec,NOX,107.0
mb vrbanski pl.,Podravska,2013,Dec,NOX,72.0
vnajnarje,Osrednjeslovenska,2013,Dec,NOX,149.0
zavodnje,Savinjska,2013,Dec,NOX,94.0
skale,Savinjska,2013,Dec,NOX,58.0
kovk,Zasavska,2013,Dec,NOX,76.0
dobovec,Zasavska,2013,Dec,NOX,89.0
sv. mohor,Savinjska,2013,Dec,NOX,49.0
lj center,Osrednjeslovenska,2013,Dec,NOX,142.0
amp gaji,Savinjska,2013,Dec,NOX,77.0
zelena trava,Zasavska,2013,Dec,NOX,51.0
lj bezigrad,Osrednjeslovenska,2014,Jan,PM10,31.0
maribor,Podravska,2014,Jan,PM10,39.0
celje,Savinjska,2014,Jan,PM10,44.0
ms rakican,Pomurska,2014,Jan,PM10,39.0
nova gorica,Goriška,2014,Jan,PM10,35.0
trbovlje,Zasavska,2014,Jan,PM10,35.0
zagorje,Zasavska,2014,Jan,PM10,39.0
hrastnik,Zasavska,2014,Jan,PM10,28.0
koper,Obalno-kraška,2014,Jan,PM10,31.0
iskrba,Jugovzhodna Slovenija,2014,Jan,PM10,12.0
zerjav,Koroška,2014,Jan,PM10,24.0
lj biotehniska fakulteta,Osrednjeslovenska,2014,Jan,PM10,27.0
kranj,Gorenjska,2014,Jan,PM10,32.0
novo mesto,Jugovzhodna Slovenija,2014,Jan,PM10,40.0
velenje,Savinjska,2014,Jan,PM10,27.0
vrbanski plato,Podravska,2014,Jan,PM10,29.0
vnajnarje,Osrednjeslovenska,2014,Jan,PM10,27.0
pesje,Posavska,2014,Jan,PM10,27.0
skale,Savinjska,2014,Jan,PM10,22.0
sostanj,Savinjska,2014,Jan,PM10,17.0
prapretno,Zasavska,2014,Jan,PM10,22.0
kovk,Zasavska,2014,Jan,PM10,13.0
dobovec,Zasavska,2014,Jan,PM10,7.0
lj center,Osrednjeslovenska,2014,Jan,PM10,54.0
amp gaji,Savinjska,2014,Jan,PM10,36.0
zelena trava,Zasavska,2014,Jan,PM10,16.0
ljubljana bezigrad,Osrednjeslovenska,2014,Jan,SO2,4.0
celje,Savinjska,2014,Jan,SO2,8.0
trbovlje,Zasavska,2014,Jan,SO2,6.0
zagorje,Zasavska,2014,Jan,SO2,6.0
hrastnik,Zasavska,2014,Jan,SO2,4.0
vnajnarje,Osrednjeslovenska,2014,Jan,SO2,9.0
sostanj,Savinjska,2014,Jan,SO2,5.0
topolsica,Savinjska,2014,Jan,SO2,6.0
zavodnje,Savinjska,2014,Jan,SO2,3.0
veliki vrh,Savinjska,2014,Jan,SO2,7.0
graska gora,Koroška,2014,Jan,SO2,3.0
velenje,Savinjska,2014,Jan,SO2,3.0
pesje,Posavska,2014,Jan,SO2,5.0
skale,Savinjska,2014,Jan,SO2,3.0
kovk,Zasavska,2014,Jan,SO2,10.0
dobovec,Zasavska,2014,Jan,SO2,8.0
kum,Zasavska,2014,Jan,SO2,7.0
ravenska vas,Zasavska,2014,Jan,SO2,8.0
sv. mohor,Savinjska,2014,Jan,SO2,4.0
lj center,Osrednjeslovenska,2014,Jan,SO2,3.0
amp gaji,Savinjska,2014,Jan,SO2,6.0
zelena trava,Zasavska,2014,Jan,SO2,9.0
ljubljana bezigrad,Osrednjeslovenska,2014,Jan,NO2,32.0
maribor,Podravska,2014,Jan,NO2,40.0
celje,Savinjska,2014,Jan,NO2,32.0
murska sobota-rakican,Pomurska,2014,Jan,NO2,18.0
nova gorica,Goriška,2014,Jan,NO2,29.0
trbovlje,Zasavska,2014,Jan,NO2,20.0
zagorje,Zasavska,2014,Jan,NO2,28.0
koper,Obalno-kraška,2014,Jan,NO2,26.0
vrbanski plato,Podravska,2014,Jan,NO2,24.0
vnajnarje,Osrednjeslovenska,2014,Jan,NO2,11.0
zavodnje,Savinjska,2014,Jan,NO2,14.0
skale,Savinjska,2014,Jan,NO2,13.0
kovk,Zasavska,2014,Jan,NO2,14.0
dobovec,Zasavska,2014,Jan,NO2,34.0
sv. mohor,Savinjska,2014,Jan,NO2,12.0
lj center,Osrednjeslovenska,2014,Jan,NO2,38.0
amp gaji,Savinjska,2014,Jan,NO2,26.0
zelena trava,Zasavska,2014,Jan,NO2,13.0
ljubljana bezigrad,Osrednjeslovenska,2014,Jan,NOX,80.0
maribor,Podravska,2014,Jan,NOX,107.0
celje,Savinjska,2014,Jan,NOX,84.0
murska sobota-rakican,Pomurska,2014,Jan,NOX,55.0
nova gorica,Goriška,2014,Jan,NOX,68.0
trbovlje,Zasavska,2014,Jan,NOX,60.0
zagorje,Zasavska,2014,Jan,NOX,65.0
koper,Obalno-kraška,2014,Jan,NOX,72.0
mb vrbanski,Podravska,2014,Jan,NOX,83.0
vnajnarje,Osrednjeslovenska,2014,Jan,NOX,48.0
zavodnje,Savinjska,2014,Jan,NOX,57.0
skale,Savinjska,2014,Jan,NOX,53.0
kovk,Zasavska,2014,Jan,NOX,38.0
dobovec,Zasavska,2014,Jan,NOX,86.0
sv. mohor,Savinjska,2014,Jan,NOX,39.0
lj center,Osrednjeslovenska,2014,Jan,NOX,93.0
amp gaji,Savinjska,2014,Jan,NOX,69.0
zelena trava,Zasavska,2014,Jan,NOX,47.0
lj bezigrad,Osrednjeslovenska,2014,Feb,PM10,30.0
maribor,Podravska,2014,Feb,PM10,29.0
celje,Savinjska,2014,Feb,PM10,38.0
ms rakican,Pomurska,2014,Feb,PM10,30.0
nova gorica,Goriška,2014,Feb,PM10,22.0
trbovlje,Zasavska,2014,Feb,PM10,32.0
zagorje,Zasavska,2014,Feb,PM10,36.0
hrastnik,Zasavska,2014,Feb,PM10,28.0
koper,Obalno-kraška,2014,Feb,PM10,18.0
iskrba,Jugovzhodna Slovenija,2014,Feb,PM10,7.0
zerjav,Koroška,2014,Feb,PM10,23.0
lj biotehniska fakulteta,Osrednjeslovenska,2014,Feb,PM10,27.0
kranj,Gorenjska,2014,Feb,PM10,30.0
novo mesto,Jugovzhodna Slovenija,2014,Feb,PM10,35.0
velenje,Savinjska,2014,Feb,PM10,25.0
vrbanski plato,Podravska,2014,Feb,PM10,21.0
vnajnarje,Osrednjeslovenska,2014,Feb,PM10,22.0
pesje,Posavska,2014,Feb,PM10,22.0
skale,Savinjska,2014,Feb,PM10,19.0
sostanj,Savinjska,2014,Feb,PM10,13.0
prapretno,Zasavska,2014,Feb,PM10,20.0
kovk,Zasavska,2014,Feb,PM10,12.0
dobovec,Zasavska,2014,Feb,PM10,8.0
lj center,Osrednjeslovenska,2014,Feb,PM10,51.0
amp gaji,Savinjska,2014,Feb,PM10,45.0
zelena trava,Zasavska,2014,Feb,PM10,16.0
ljubljana bezigrad,Osrednjeslovenska,2014,Feb,SO2,5.0
celje,Savinjska,2014,Feb,SO2,4.0
trbovlje,Zasavska,2014,Feb,SO2,5.0
zagorje,Zasavska,2014,Feb,SO2,5.0
hrastnik,Zasavska,2014,Feb,SO2,6.0
vnajnarje,Osrednjeslovenska,2014,Feb,SO2,3.0
sostanj,Savinjska,2014,Feb,SO2,3.0
topolsica,Savinjska,2014,Feb,SO2,0.0
zavodnje,Savinjska,2014,Feb,SO2,2.0
veliki vrh,Savinjska,2014,Feb,SO2,5.0
graska gora,Koroška,2014,Feb,SO2,5.0
velenje,Savinjska,2014,Feb,SO2,1.0
pesje,Posavska,2014,Feb,SO2,5.0
skale,Savinjska,2014,Feb,SO2,5.0
kovk,Zasavska,2014,Feb,SO2,11.0
dobovec,Zasavska,2014,Feb,SO2,3.0
kum,Zasavska,2014,Feb,SO2,3.0
ravenska vas,Zasavska,2014,Feb,SO2,7.0
sv. mohor,Savinjska,2014,Feb,SO2,5.0
lj center,Osrednjeslovenska,2014,Feb,SO2,1.0
amp gaji,Savinjska,2014,Feb,SO2,6.0
zelena trava,Zasavska,2014,Feb,SO2,9.0
ljubljana bezigrad,Osrednjeslovenska,2014,Feb,NO2,40.0
maribor,Podravska,2014,Feb,NO2,36.0
celje,Savinjska,2014,Feb,NO2,35.0
murska sobota-rakican,Pomurska,2014,Feb,NO2,17.0
nova gorica,Goriška,2014,Feb,NO2,29.0
trbovlje,Zasavska,2014,Feb,NO2,22.0
zagorje,Zasavska,2014,Feb,NO2,30.0
koper,Obalno-kraška,2014,Feb,NO2,15.0
vrbanski plato,Podravska,2014,Feb,NO2,20.0
vnajnarje,Osrednjeslovenska,2014,Feb,NO2,10.0
zavodnje,Savinjska,2014,Feb,NO2,5.0
skale,Savinjska,2014,Feb,NO2,11.0
kovk,Zasavska,2014,Feb,NO2,10.0
dobovec,Zasavska,2014,Feb,NO2,25.0
sv. mohor,Savinjska,2014,Feb,NO2,9.0
lj center,Osrednjeslovenska,2014,Feb,NO2,48.0
amp gaji,Savinjska,2014,Feb,NO2,30.0
zelena trava,Zasavska,2014,Feb,NO2,13.0
ljubljana bezigrad,Osrednjeslovenska,2014,Feb,NOX,97.0
maribor,Podravska,2014,Feb,NOX,107.0
celje,Savinjska,2014,Feb,NOX,96.0
murska sobota-rakican,Pomurska,2014,Feb,NOX,58.0
nova gorica,Goriška,2014,Feb,NOX,72.0
trbovlje,Zasavska,2014,Feb,NOX,64.0
zagorje,Zasavska,2014,Feb,NOX,71.0
koper,Obalno-kraška,2014,Feb,NOX,65.0
mb vrbanski,Podravska,2014,Feb,NOX,83.0
vnajnarje,Osrednjeslovenska,2014,Feb,NOX,56.0
zavodnje,Savinjska,2014,Feb,NOX,34.0
skale,Savinjska,2014,Feb,NOX,50.0
kovk,Zasavska,2014,Feb,NOX,67.0
dobovec,Zasavska,2014,Feb,NOX,67.0
sv. mohor,Savinjska,2014,Feb,NOX,41.0
lj center,Osrednjeslovenska,2014,Feb,NOX,104.0
amp gaji,Savinjska,2014,Feb,NOX,89.0
zelena trava,Zasavska,2014,Feb,NOX,40.0
lj bezigrad,Osrednjeslovenska,2014,Mar,PM10,35.0
maribor,Podravska,2014,Mar,PM10,32.0
celje,Savinjska,2014,Mar,PM10,41.0
ms rakican,Pomurska,2014,Mar,PM10,32.0
nova gorica,Goriška,2014,Mar,PM10,31.0
trbovlje,Zasavska,2014,Mar,PM10,42.0
zagorje,Zasavska,2014,Mar,PM10,42.0
hrastnik,Zasavska,2014,Mar,PM10,32.0
koper,Obalno-kraška,2014,Mar,PM10,28.0
iskrba,Jugovzhodna Slovenija,2014,Mar,PM10,17.0
zerjav,Koroška,2014,Mar,PM10,25.0
lj biotehniska fakulteta,Osrednjeslovenska,2014,Mar,PM10,34.0
kranj,Gorenjska,2014,Mar,PM10,32.0
novo mesto,Jugovzhodna Slovenija,2014,Mar,PM10,34.0
velenje,Savinjska,2014,Mar,PM10,32.0
vrbanski plato,Podravska,2014,Mar,PM10,24.0
vnajnarje,Osrednjeslovenska,2014,Mar,PM10,28.0
pesje,Posavska,2014,Mar,PM10,31.0
skale,Savinjska,2014,Mar,PM10,23.0
sostanj,Savinjska,2014,Mar,PM10,17.0
prapretno,Zasavska,2014,Mar,PM10,28.0
kovk,Zasavska,2014,Mar,PM10,21.0
dobovec,Zasavska,2014,Mar,PM10,18.0
lj center,Osrednjeslovenska,2014,Mar,PM10,51.0
amp gaji,Savinjska,2014,Mar,PM10,43.0
zelena trava,Zasavska,2014,Mar,PM10,23.0
ljubljana bezigrad,Osrednjeslovenska,2014,Mar,SO2,3.0
celje,Savinjska,2014,Mar,SO2,4.0
trbovlje,Zasavska,2014,Mar,SO2,3.0
zagorje,Zasavska,2014,Mar,SO2,8.0
hrastnik,Zasavska,2014,Mar,SO2,4.0
vnajnarje,Osrednjeslovenska,2014,Mar,SO2,6.0
sostanj,Savinjska,2014,Mar,SO2,8.0
topolsica,Savinjska,2014,Mar,SO2,3.0
zavodnje,Savinjska,2014,Mar,SO2,5.0
veliki vrh,Savinjska,2014,Mar,SO2,6.0
graska gora,Koroška,2014,Mar,SO2,3.0
velenje,Savinjska,2014,Mar,SO2,2.0
pesje,Posavska,2014,Mar,SO2,6.0
skale,Savinjska,2014,Mar,SO2,5.0
kovk,Zasavska,2014,Mar,SO2,6.0
dobovec,Zasavska,2014,Mar,SO2,3.0
kum,Zasavska,2014,Mar,SO2,3.0
ravenska vas,Zasavska,2014,Mar,SO2,6.0
sv. mohor,Savinjska,2014,Mar,SO2,5.0
lj center,Osrednjeslovenska,2014,Mar,SO2,2.0
amp gaji,Savinjska,2014,Mar,SO2,6.0
zelena trava,Zasavska,2014,Mar,SO2,2.0
ljubljana bezigrad,Osrednjeslovenska,2014,Mar,NO2,37.0
maribor,Podravska,2014,Mar,NO2,31.0
celje,Savinjska,2014,Mar,NO2,37.0
murska sobota-rakican,Pomurska,2014,Mar,NO2,14.0
nova gorica,Goriška,2014,Mar,NO2,26.0
trbovlje,Zasavska,2014,Mar,NO2,21.0
zagorje,Zasavska,2014,Mar,NO2,29.0
koper,Obalno-kraška,2014,Mar,NO2,19.0
vrbanski plato,Podravska,2014,Mar,NO2,13.0
vnajnarje,Osrednjeslovenska,2014,Mar,NO2,9.0
zavodnje,Savinjska,2014,Mar,NO2,9.0
skale,Savinjska,2014,Mar,NO2,7.0
kovk,Zasavska,2014,Mar,NO2,9.0
dobovec,Zasavska,2014,Mar,NO2,19.0
sv. mohor,Savinjska,2014,Mar,NO2,9.0
lj center,Osrednjeslovenska,2014,Mar,NO2,47.0
amp gaji,Savinjska,2014,Mar,NO2,29.0
zelena trava,Zasavska,2014,Mar,NO2,12.0
ljubljana bezigrad,Osrednjeslovenska,2014,Mar,NOX,154.0
maribor,Podravska,2014,Mar,NOX,103.0
celje,Savinjska,2014,Mar,NOX,122.0
murska sobota-rakican,Pomurska,2014,Mar,NOX,80.0
nova gorica,Goriška,2014,Mar,NOX,100.0
trbovlje,Zasavska,2014,Mar,NOX,74.0
zagorje,Zasavska,2014,Mar,NOX,87.0
koper,Obalno-kraška,2014,Mar,NOX,102.0
mb vrbanski,Podravska,2014,Mar,NOX,59.0
vnajnarje,Osrednjeslovenska,2014,Mar,NOX,44.0
zavodnje,Savinjska,2014,Mar,NOX,61.0
skale,Savinjska,2014,Mar,NOX,58.0
kovk,Zasavska,2014,Mar,NOX,28.0
dobovec,Zasavska,2014,Mar,NOX,66.0
sv. mohor,Savinjska,2014,Mar,NOX,30.0
lj center,Osrednjeslovenska,2014,Mar,NOX,155.0
amp gaji,Savinjska,2014,Mar,NOX,89.0
zelena trava,Zasavska,2014,Mar,NOX,28.0
lj bezigrad,Osrednjeslovenska,2014,Apr,PM10,19.0
maribor,Podravska,2014,Apr,PM10,25.0
celje,Savinjska,2014,Apr,PM10,24.0
ms rakican,Pomurska,2014,Apr,PM10,21.0
nova gorica,Goriška,2014,Apr,PM10,19.0
trbovlje,Zasavska,2014,Apr,PM10,29.0
zagorje,Zasavska,2014,Apr,PM10,25.0
hrastnik,Zasavska,2014,Apr,PM10,19.0
koper,Obalno-kraška,2014,Apr,PM10,19.0
iskrba,Jugovzhodna Slovenija,2014,Apr,PM10,12.0
zerjav,Koroška,2014,Apr,PM10,20.0
lj biotehniska fakulteta,Osrednjeslovenska,2014,Apr,PM10,20.0
kranj,Gorenjska,2014,Apr,PM10,17.0
novo mesto,Jugovzhodna Slovenija,2014,Apr,PM10,20.0
velenje,Savinjska,2014,Apr,PM10,19.0
vrbanski plato,Podravska,2014,Apr,PM10,17.0
vnajnarje,Osrednjeslovenska,2014,Apr,PM10,21.0
pesje,Posavska,2014,Apr,PM10,22.0
skale,Savinjska,2014,Apr,PM10,18.0
sostanj,Savinjska,2014,Apr,PM10,10.0
prapretno,Zasavska,2014,Apr,PM10,21.0
kovk,Zasavska,2014,Apr,PM10,14.0
dobovec,Zasavska,2014,Apr,PM10,14.0
lj center,Osrednjeslovenska,2014,Apr,PM10,34.0
amp gaji,Savinjska,2014,Apr,PM10,25.0
zelena trava,Zasavska,2014,Apr,PM10,15.0
ljubljana bezigrad,Osrednjeslovenska,2014,Apr,SO2,2.0
celje,Savinjska,2014,Apr,SO2,2.0
trbovlje,Zasavska,2014,Apr,SO2,3.0
zagorje,Zasavska,2014,Apr,SO2,5.0
hrastnik,Zasavska,2014,Apr,SO2,3.0
vnajnarje,Osrednjeslovenska,2014,Apr,SO2,7.0
sostanj,Savinjska,2014,Apr,SO2,5.0
topolsica,Savinjska,2014,Apr,SO2,3.0
zavodnje,Savinjska,2014,Apr,SO2,2.0
veliki vrh,Savinjska,2014,Apr,SO2,5.0
graska gora,Koroška,2014,Apr,SO2,2.0
velenje,Savinjska,2014,Apr,SO2,5.0
pesje,Posavska,2014,Apr,SO2,5.0
skale,Savinjska,2014,Apr,SO2,7.0
kovk,Zasavska,2014,Apr,SO2,5.0
dobovec,Zasavska,2014,Apr,SO2,7.0
kum,Zasavska,2014,Apr,SO2,4.0
ravenska vas,Zasavska,2014,Apr,SO2,10.0
sv. mohor,Savinjska,2014,Apr,SO2,6.0
lj center,Osrednjeslovenska,2014,Apr,SO2,3.0
amp gaji,Savinjska,2014,Apr,SO2,6.0
zelena trava,Zasavska,2014,Apr,SO2,1.0
ljubljana bezigrad,Osrednjeslovenska,2014,Apr,NO2,27.0
maribor,Podravska,2014,Apr,NO2,27.0
celje,Savinjska,2014,Apr,NO2,26.0
murska sobota-rakican,Pomurska,2014,Apr,NO2,11.0
nova gorica,Goriška,2014,Apr,NO2,23.0
trbovlje,Zasavska,2014,Apr,NO2,17.0
zagorje,Zasavska,2014,Apr,NO2,21.0
koper,Obalno-kraška,2014,Apr,NO2,18.0
vrbanski plato,Podravska,2014,Apr,NO2,10.0
vnajnarje,Osrednjeslovenska,2014,Apr,NO2,7.0
zavodnje,Savinjska,2014,Apr,NO2,5.0
skale,Savinjska,2014,Apr,NO2,5.0
kovk,Zasavska,2014,Apr,NO2,6.0
dobovec,Zasavska,2014,Apr,NO2,22.0
sv. mohor,Savinjska,2014,Apr,NO2,5.0
lj center,Osrednjeslovenska,2014,Apr,NO2,40.0
amp gaji,Savinjska,2014,Apr,NO2,21.0
zelena trava,Zasavska,2014,Apr,NO2,9.0
ljubljana bezigrad,Osrednjeslovenska,2014,Apr,NOX,115.0
maribor,Podravska,2014,Apr,NOX,98.0
celje,Savinjska,2014,Apr,NOX,98.0
murska sobota-rakican,Pomurska,2014,Apr,NOX,56.0
nova gorica,Goriška,2014,Apr,NOX,81.0
trbovlje,Zasavska,2014,Apr,NOX,61.0
zagorje,Zasavska,2014,Apr,NOX,77.0
koper,Obalno-kraška,2014,Apr,NOX,95.0
mb vrbanski,Podravska,2014,Apr,NOX,60.0
vnajnarje,Osrednjeslovenska,2014,Apr,NOX,22.0
zavodnje,Savinjska,2014,Apr,NOX,37.0
skale,Savinjska,2014,Apr,NOX,51.0
kovk,Zasavska,2014,Apr,NOX,31.0
dobovec,Zasavska,2014,Apr,NOX,68.0
sv. mohor,Savinjska,2014,Apr,NOX,18.0
lj center,Osrednjeslovenska,2014,Apr,NOX,100.0
amp gaji,Savinjska,2014,Apr,NOX,77.0
zelena trava,Zasavska,2014,Apr,NOX,26.0
lj bezigrad,Osrednjeslovenska,2014,Maj,PM10,14.0
maribor,Podravska,2014,Maj,PM10,21.0
celje,Savinjska,2014,Maj,PM10,17.0
ms rakican,Pomurska,2014,Maj,PM10,14.0
nova gorica,Goriška,2014,Maj,PM10,14.0
trbovlje,Zasavska,2014,Maj,PM10,18.0
zagorje,Zasavska,2014,Maj,PM10,18.0
hrastnik,Zasavska,2014,Maj,PM10,13.0
koper,Obalno-kraška,2014,Maj,PM10,13.0
iskrba,Jugovzhodna Slovenija,2014,Maj,PM10,10.0
zerjav,Koroška,2014,Maj,PM10,16.0
lj biotehniska fakulteta,Osrednjeslovenska,2014,Maj,PM10,16.0
kranj,Gorenjska,2014,Maj,PM10,13.0
novo mesto,Jugovzhodna Slovenija,2014,Maj,PM10,12.0
velenje,Savinjska,2014,Maj,PM10,13.0
vrbanski plato,Podravska,2014,Maj,PM10,13.0
vnajnarje,Osrednjeslovenska,2014,Maj,PM10,17.0
pesje,Posavska,2014,Maj,PM10,16.0
skale,Savinjska,2014,Maj,PM10,14.0
sostanj,Savinjska,2014,Maj,PM10,7.0
prapretno,Zasavska,2014,Maj,PM10,16.0
kovk,Zasavska,2014,Maj,PM10,8.0
dobovec,Zasavska,2014,Maj,PM10,9.0
lj center,Osrednjeslovenska,2014,Maj,PM10,26.0
amp gaji,Savinjska,2014,Maj,PM10,18.0
zelena trava,Zasavska,2014,Maj,PM10,10.0
ljubljana bezigrad,Osrednjeslovenska,2014,Maj,SO2,3.0
celje,Savinjska,2014,Maj,SO2,2.0
trbovlje,Zasavska,2014,Maj,SO2,3.0
zagorje,Zasavska,2014,Maj,SO2,4.0
