Postaja,Regija,Leto,Mesec,Snov,Vrednost
celje,Savinjska,2007,Sep,NOX,32.0
trbovlje,Zasavska,2007,Sep,NOX,31.0
murska s.-rakican,Pomurska,2007,Sep,NOX,18.0
nova gorica,Goriška,2007,Sep,NOX,34.0
vnajnarje,Osrednjeslovenska,2007,Sep,NOX,2.0
eis-celje,Savinjska,2007,Sep,NOX,
zavodnje,Savinjska,2007,Sep,NOX,7.0
skale,Savinjska,2007,Sep,NOX,7.0
kovk,Zasavska,2007,Sep,NOX,15.0
eis teb (sv.mohor),Savinjska,2007,Sep,NOX,4.0
ljubljana bez.,Osrednjeslovenska,2007,Okt,PM10,32.0
maribor,Podravska,2007,Okt,PM10,43.0
celje,Savinjska,2007,Okt,PM10,32.0
trbovlje,Zasavska,2007,Okt,PM10,41.0
zagorje,Zasavska,2007,Okt,PM10,42.0
murska s.-rakican,Pomurska,2007,Okt,PM10,31.0
nova gorica,Goriška,2007,Okt,PM10,32.0
koper,Obalno-kraška,2007,Okt,PM10,32.0
iskrba,Jugovzhodna Slovenija,2007,Okt,PM10,16.0
morsko,Goriška,2007,Okt,PM10,22.0
gorenje polje,Goriška,2007,Okt,PM10,
vnajnarje,Osrednjeslovenska,2007,Okt,PM10,23.0
pesje,Posavska,2007,Okt,PM10,24.0
skale,Savinjska,2007,Okt,PM10,30.0
prapretno,Zasavska,2007,Okt,PM10,32.0
ljubljana b.,Osrednjeslovenska,2007,Okt,SO2,4.0
maribor,Podravska,2007,Okt,SO2,4.0
celje,Savinjska,2007,Okt,SO2,5.0
trbovlje,Zasavska,2007,Okt,SO2,2.0
hrastnik,Zasavska,2007,Okt,SO2,8.0
zagorje,Zasavska,2007,Okt,SO2,4.0
murska s.-rakican,Pomurska,2007,Okt,SO2,4.0
nova gorica,Goriška,2007,Okt,SO2,5.0
oms lj. (vnajnarje),Osrednjeslovenska,2007,Okt,SO2,4.0
eis celje,Savinjska,2007,Okt,SO2,
sostanj,Savinjska,2007,Okt,SO2,2.0
topolsica,Savinjska,2007,Okt,SO2,2.0
veliki vrh,Savinjska,2007,Okt,SO2,11.0
zavodnje,Savinjska,2007,Okt,SO2,4.0
velenje,Savinjska,2007,Okt,SO2,3.0
graska gora,Koroška,2007,Okt,SO2,2.0
pesje,Posavska,2007,Okt,SO2,5.0
skale,Savinjska,2007,Okt,SO2,0.0
kovk,Zasavska,2007,Okt,SO2,6.0
dobovec,Zasavska,2007,Okt,SO2,8.0
kum,Zasavska,2007,Okt,SO2,8.0
ravenska vas,Zasavska,2007,Okt,SO2,9.0
eis teb (sv.mohor),Savinjska,2007,Okt,SO2,3.0
ljubljana bezigrad,Osrednjeslovenska,2007,Okt,NO2,31.0
maribor,Podravska,2007,Okt,NO2,34.0
celje,Savinjska,2007,Okt,NO2,25.0
trbovlje,Zasavska,2007,Okt,NO2,22.0
murska s.-rakican,Pomurska,2007,Okt,NO2,16.0
nova gorica,Goriška,2007,Okt,NO2,28.0
vnajnarje,Osrednjeslovenska,2007,Okt,NO2,4.0
zavodnje,Savinjska,2007,Okt,NO2,4.0
skale,Savinjska,2007,Okt,NO2,1.0
kovk,Zasavska,2007,Okt,NO2,12.0
eis teb (sv.mohor),Savinjska,2007,Okt,NO2,4.0
ljubljana bezigrad,Osrednjeslovenska,2007,Okt,NOX,52.0
maribor,Podravska,2007,Okt,NOX,76.0
celje,Savinjska,2007,Okt,NOX,47.0
trbovlje,Zasavska,2007,Okt,NOX,44.0
murska s.-rakican,Pomurska,2007,Okt,NOX,25.0
nova gorica,Goriška,2007,Okt,NOX,50.0
vnajnarje,Osrednjeslovenska,2007,Okt,NOX,4.0
eis-celje,Savinjska,2007,Okt,NOX,
zavodnje,Savinjska,2007,Okt,NOX,19.0
skale,Savinjska,2007,Okt,NOX,10.0
kovk,Zasavska,2007,Okt,NOX,17.0
eis teb (sv.mohor),Savinjska,2007,Okt,NOX,6.0
ljubljana bez.,Osrednjeslovenska,2007,Nov,PM10,43.0
maribor,Podravska,2007,Nov,PM10,46.0
celje,Savinjska,2007,Nov,PM10,43.0
trbovlje,Zasavska,2007,Nov,PM10,54.0
zagorje,Zasavska,2007,Nov,PM10,57.0
murska s.-rakican,Pomurska,2007,Nov,PM10,32.0
nova gorica,Goriška,2007,Nov,PM10,32.0
koper,Obalno-kraška,2007,Nov,PM10,19.0
iskrba,Jugovzhodna Slovenija,2007,Nov,PM10,12.0
morsko,Goriška,2007,Nov,PM10,27.0
gorenje polje,Goriška,2007,Nov,PM10,
vnajnarje,Osrednjeslovenska,2007,Nov,PM10,20.0
pesje,Posavska,2007,Nov,PM10,22.0
skale,Savinjska,2007,Nov,PM10,30.0
prapretno,Zasavska,2007,Nov,PM10,43.0
ljubljana b.,Osrednjeslovenska,2007,Nov,SO2,6.0
maribor,Podravska,2007,Nov,SO2,4.0
celje,Savinjska,2007,Nov,SO2,4.0
trbovlje,Zasavska,2007,Nov,SO2,3.0
hrastnik,Zasavska,2007,Nov,SO2,7.0
zagorje,Zasavska,2007,Nov,SO2,7.0
murska s.-rakican,Pomurska,2007,Nov,SO2,6.0
nova gorica,Goriška,2007,Nov,SO2,9.0
oms lj. (vnajnarje),Osrednjeslovenska,2007,Nov,SO2,6.0
eis celje,Savinjska,2007,Nov,SO2,
sostanj,Savinjska,2007,Nov,SO2,4.0
topolsica,Savinjska,2007,Nov,SO2,2.0
veliki vrh,Savinjska,2007,Nov,SO2,9.0
zavodnje,Savinjska,2007,Nov,SO2,5.0
velenje,Savinjska,2007,Nov,SO2,4.0
graska gora,Koroška,2007,Nov,SO2,4.0
pesje,Posavska,2007,Nov,SO2,5.0
skale,Savinjska,2007,Nov,SO2,3.0
kovk,Zasavska,2007,Nov,SO2,9.0
dobovec,Zasavska,2007,Nov,SO2,12.0
kum,Zasavska,2007,Nov,SO2,13.0
ravenska vas,Zasavska,2007,Nov,SO2,12.0
eis teb (sv.mohor),Savinjska,2007,Nov,SO2,13.0
ljubljana bezigrad,Osrednjeslovenska,2007,Nov,NO2,36.0
maribor,Podravska,2007,Nov,NO2,44.0
celje,Savinjska,2007,Nov,NO2,33.0
trbovlje,Zasavska,2007,Nov,NO2,27.0
murska s.-rakican,Pomurska,2007,Nov,NO2,22.0
nova gorica,Goriška,2007,Nov,NO2,33.0
vnajnarje,Osrednjeslovenska,2007,Nov,NO2,7.0
zavodnje,Savinjska,2007,Nov,NO2,6.0
skale,Savinjska,2007,Nov,NO2,0.0
kovk,Zasavska,2007,Nov,NO2,15.0
eis teb (sv.mohor),Savinjska,2007,Nov,NO2,2.0
ljubljana bezigrad,Osrednjeslovenska,2007,Nov,NOX,74.0
maribor,Podravska,2007,Nov,NOX,103.0
celje,Savinjska,2007,Nov,NOX,67.0
trbovlje,Zasavska,2007,Nov,NOX,59.0
murska s.-rakican,Pomurska,2007,Nov,NOX,34.0
nova gorica,Goriška,2007,Nov,NOX,66.0
vnajnarje,Osrednjeslovenska,2007,Nov,NOX,5.0
eis-celje,Savinjska,2007,Nov,NOX,
zavodnje,Savinjska,2007,Nov,NOX,9.0
skale,Savinjska,2007,Nov,NOX,15.0
kovk,Zasavska,2007,Nov,NOX,18.0
eis teb (sv.mohor),Savinjska,2007,Nov,NOX,6.0
ljubljana bez.,Osrednjeslovenska,2007,Dec,PM10,59.0
maribor,Podravska,2007,Dec,PM10,53.0
celje,Savinjska,2007,Dec,PM10,53.0
trbovlje,Zasavska,2007,Dec,PM10,55.0
zagorje,Zasavska,2007,Dec,PM10,67.0
murska s.-rakican,Pomurska,2007,Dec,PM10,47.0
nova gorica,Goriška,2007,Dec,PM10,37.0
koper,Obalno-kraška,2007,Dec,PM10,29.0
iskrba,Jugovzhodna Slovenija,2007,Dec,PM10,15.0
morsko,Goriška,2007,Dec,PM10,28.0
gorenje polje,Goriška,2007,Dec,PM10,
vnajnarje,Osrednjeslovenska,2007,Dec,PM10,40.0
pesje,Posavska,2007,Dec,PM10,39.0
skale,Savinjska,2007,Dec,PM10,46.0
prapretno,Zasavska,2007,Dec,PM10,59.0
ljubljana b.,Osrednjeslovenska,2007,Dec,SO2,6.0
maribor,Podravska,2007,Dec,SO2,4.0
celje,Savinjska,2007,Dec,SO2,6.0
trbovlje,Zasavska,2007,Dec,SO2,5.0
hrastnik,Zasavska,2007,Dec,SO2,9.0
zagorje,Zasavska,2007,Dec,SO2,3.0
murska s.-rakican,Pomurska,2007,Dec,SO2,8.0
nova gorica,Goriška,2007,Dec,SO2,13.0
oms lj. (vnajnarje),Osrednjeslovenska,2007,Dec,SO2,5.0
eis celje,Savinjska,2007,Dec,SO2,
sostanj,Savinjska,2007,Dec,SO2,4.0
topolsica,Savinjska,2007,Dec,SO2,4.0
veliki vrh,Savinjska,2007,Dec,SO2,14.0
zavodnje,Savinjska,2007,Dec,SO2,10.0
velenje,Savinjska,2007,Dec,SO2,5.0
graska gora,Koroška,2007,Dec,SO2,10.0
pesje,Posavska,2007,Dec,SO2,8.0
skale,Savinjska,2007,Dec,SO2,6.0
kovk,Zasavska,2007,Dec,SO2,12.0
dobovec,Zasavska,2007,Dec,SO2,17.0
kum,Zasavska,2007,Dec,SO2,11.0
ravenska vas,Zasavska,2007,Dec,SO2,18.0
eis teb (sv.mohor),Savinjska,2007,Dec,SO2,16.0
ljubljana bezigrad,Osrednjeslovenska,2007,Dec,NO2,37.0
maribor,Podravska,2007,Dec,NO2,44.0
celje,Savinjska,2007,Dec,NO2,29.0
trbovlje,Zasavska,2007,Dec,NO2,27.0
murska s.-rakican,Pomurska,2007,Dec,NO2,25.0
nova gorica,Goriška,2007,Dec,NO2,34.0
vnajnarje,Osrednjeslovenska,2007,Dec,NO2,7.0
zavodnje,Savinjska,2007,Dec,NO2,4.0
skale,Savinjska,2007,Dec,NO2,24.0
kovk,Zasavska,2007,Dec,NO2,11.0
eis teb (sv.mohor),Savinjska,2007,Dec,NO2,8.0
ljubljana bezigrad,Osrednjeslovenska,2007,Dec,NOX,63.0
maribor,Podravska,2007,Dec,NOX,116.0
celje,Savinjska,2007,Dec,NOX,68.0
trbovlje,Zasavska,2007,Dec,NOX,40.0
murska s.-rakican,Pomurska,2007,Dec,NOX,47.0
nova gorica,Goriška,2007,Dec,NOX,73.0
vnajnarje,Osrednjeslovenska,2007,Dec,NOX,10.0
eis-celje,Savinjska,2007,Dec,NOX,
zavodnje,Savinjska,2007,Dec,NOX,14.0
skale,Savinjska,2007,Dec,NOX,37.0
kovk,Zasavska,2007,Dec,NOX,15.0
eis teb (sv.mohor),Savinjska,2007,Dec,NOX,9.0
ljubljana bez.,Osrednjeslovenska,2008,Jan,PM10,54.0
maribor,Podravska,2008,Jan,PM10,50.0
celje,Savinjska,2008,Jan,PM10,55.0
trbovlje,Zasavska,2008,Jan,PM10,69.0
zagorje,Zasavska,2008,Jan,PM10,69.0
murska s.-rakican,Pomurska,2008,Jan,PM10,53.0
nova gorica,Goriška,2008,Jan,PM10,36.0
koper,Obalno-kraška,2008,Jan,PM10,28.0
iskrba,Jugovzhodna Slovenija,2008,Jan,PM10,13.0
morsko,Goriška,2008,Jan,PM10,27.0
gorenje polje,Goriška,2008,Jan,PM10,33.0
mo maribor,Podravska,2008,Jan,PM10,50.0
vnajnarje,Osrednjeslovenska,2008,Jan,PM10,
pesje,Posavska,2008,Jan,PM10,27.0
skale,Savinjska,2008,Jan,PM10,29.0
prapretno,Zasavska,2008,Jan,PM10,34.0
ljubljana b.,Osrednjeslovenska,2008,Jan,SO2,6.0
maribor,Podravska,2008,Jan,SO2,5.0
celje,Savinjska,2008,Jan,SO2,8.0
trbovlje,Zasavska,2008,Jan,SO2,5.0
hrastnik,Zasavska,2008,Jan,SO2,10.0
zagorje,Zasavska,2008,Jan,SO2,7.0
murska s.-rakican,Pomurska,2008,Jan,SO2,11.0
nova gorica,Goriška,2008,Jan,SO2,11.0
oms lj. (vnajnarje),Osrednjeslovenska,2008,Jan,SO2,4.0
sostanj,Savinjska,2008,Jan,SO2,5.0
topolsica,Savinjska,2008,Jan,SO2,3.0
veliki vrh,Savinjska,2008,Jan,SO2,15.0
zavodnje,Savinjska,2008,Jan,SO2,6.0
velenje,Savinjska,2008,Jan,SO2,4.0
graska gora,Koroška,2008,Jan,SO2,6.0
pesje,Posavska,2008,Jan,SO2,8.0
skale,Savinjska,2008,Jan,SO2,3.0
kovk,Zasavska,2008,Jan,SO2,9.0
dobovec,Zasavska,2008,Jan,SO2,14.0
kum,Zasavska,2008,Jan,SO2,10.0
ravenska vas,Zasavska,2008,Jan,SO2,22.0
ljubljana bezigrad,Osrednjeslovenska,2008,Jan,NO2,37.0
maribor,Podravska,2008,Jan,NO2,42.0
celje,Savinjska,2008,Jan,NO2,34.0
trbovlje,Zasavska,2008,Jan,NO2,27.0
murska s.-rakican,Pomurska,2008,Jan,NO2,26.0
nova gorica,Goriška,2008,Jan,NO2,33.0
koper,Obalno-kraška,2008,Jan,NO2,34.0
vnajnarje,Osrednjeslovenska,2008,Jan,NO2,9.0
zavodnje,Savinjska,2008,Jan,NO2,4.0
skale,Savinjska,2008,Jan,NO2,18.0
kovk,Zasavska,2008,Jan,NO2,20.0
eis teb (sv.mohor),Savinjska,2008,Jan,NO2,7.0
ljubljana bezigrad,Osrednjeslovenska,2008,Jan,NOX,87.0
maribor,Podravska,2008,Jan,NOX,102.0
celje,Savinjska,2008,Jan,NOX,72.0
trbovlje,Zasavska,2008,Jan,NOX,58.0
murska s.-rakican,Pomurska,2008,Jan,NOX,43.0
nova gorica,Goriška,2008,Jan,NOX,72.0
koper,Obalno-kraška,2008,Jan,NOX,51.0
vnajnarje,Osrednjeslovenska,2008,Jan,NOX,9.0
zavodnje,Savinjska,2008,Jan,NOX,13.0
skale,Savinjska,2008,Jan,NOX,16.0
kovk,Zasavska,2008,Jan,NOX,15.0
eis teb (sv.mohor),Savinjska,2008,Jan,NOX,15.0
ljubljana bez.,Osrednjeslovenska,2008,Feb,PM10,48.0
maribor,Podravska,2008,Feb,PM10,50.0
celje,Savinjska,2008,Feb,PM10,49.0
trbovlje,Zasavska,2008,Feb,PM10,60.0
zagorje,Zasavska,2008,Feb,PM10,64.0
murska s.-rakican,Pomurska,2008,Feb,PM10,43.0
nova gorica,Goriška,2008,Feb,PM10,51.0
koper,Obalno-kraška,2008,Feb,PM10,41.0
iskrba,Jugovzhodna Slovenija,2008,Feb,PM10,17.0
morsko,Goriška,2008,Feb,PM10,60.0
gorenje polje,Goriška,2008,Feb,PM10,71.0
mo maribor,Podravska,2008,Feb,PM10,51.0
vnajnarje,Osrednjeslovenska,2008,Feb,PM10,
pesje,Posavska,2008,Feb,PM10,33.0
skale,Savinjska,2008,Feb,PM10,31.0
prapretno,Zasavska,2008,Feb,PM10,42.0
ljubljana b.,Osrednjeslovenska,2008,Feb,SO2,5.0
maribor,Podravska,2008,Feb,SO2,3.0
celje,Savinjska,2008,Feb,SO2,5.0
trbovlje,Zasavska,2008,Feb,SO2,7.0
hrastnik,Zasavska,2008,Feb,SO2,6.0
zagorje,Zasavska,2008,Feb,SO2,7.0
murska s.-rakican,Pomurska,2008,Feb,SO2,8.0
nova gorica,Goriška,2008,Feb,SO2,10.0
oms lj. (vnajnarje),Osrednjeslovenska,2008,Feb,SO2,6.0
sostanj,Savinjska,2008,Feb,SO2,5.0
topolsica,Savinjska,2008,Feb,SO2,4.0
veliki vrh,Savinjska,2008,Feb,SO2,12.0
zavodnje,Savinjska,2008,Feb,SO2,9.0
velenje,Savinjska,2008,Feb,SO2,4.0
graska gora,Koroška,2008,Feb,SO2,7.0
pesje,Posavska,2008,Feb,SO2,7.0
skale,Savinjska,2008,Feb,SO2,4.0
kovk,Zasavska,2008,Feb,SO2,14.0
dobovec,Zasavska,2008,Feb,SO2,14.0
kum,Zasavska,2008,Feb,SO2,17.0
ravenska vas,Zasavska,2008,Feb,SO2,15.0
ljubljana bezigrad,Osrednjeslovenska,2008,Feb,NO2,33.0
maribor,Podravska,2008,Feb,NO2,48.0
celje,Savinjska,2008,Feb,NO2,36.0
trbovlje,Zasavska,2008,Feb,NO2,27.0
murska s.-rakican,Pomurska,2008,Feb,NO2,24.0
nova gorica,Goriška,2008,Feb,NO2,41.0
koper,Obalno-kraška,2008,Feb,NO2,39.0
vnajnarje,Osrednjeslovenska,2008,Feb,NO2,9.0
zavodnje,Savinjska,2008,Feb,NO2,7.0
skale,Savinjska,2008,Feb,NO2,18.0
kovk,Zasavska,2008,Feb,NO2,17.0
eis teb (sv.mohor),Savinjska,2008,Feb,NO2,3.0
ljubljana bezigrad,Osrednjeslovenska,2008,Feb,NOX,54.0
maribor,Podravska,2008,Feb,NOX,91.0
celje,Savinjska,2008,Feb,NOX,67.0
trbovlje,Zasavska,2008,Feb,NOX,44.0
murska s.-rakican,Pomurska,2008,Feb,NOX,34.0
nova gorica,Goriška,2008,Feb,NOX,69.0
koper,Obalno-kraška,2008,Feb,NOX,51.0
vnajnarje,Osrednjeslovenska,2008,Feb,NOX,8.0
zavodnje,Savinjska,2008,Feb,NOX,12.0
skale,Savinjska,2008,Feb,NOX,14.0
kovk,Zasavska,2008,Feb,NOX,13.0
eis teb (sv.mohor),Savinjska,2008,Feb,NOX,6.0
ljubljana bez.,Osrednjeslovenska,2008,Mar,PM10,24.0
maribor,Podravska,2008,Mar,PM10,32.0
celje,Savinjska,2008,Mar,PM10,26.0
trbovlje,Zasavska,2008,Mar,PM10,35.0
zagorje,Zasavska,2008,Mar,PM10,39.0
murska s.-rakican,Pomurska,2008,Mar,PM10,23.0
nova gorica,Goriška,2008,Mar,PM10,25.0
koper,Obalno-kraška,2008,Mar,PM10,22.0
iskrba,Jugovzhodna Slovenija,2008,Mar,PM10,11.0
morsko,Goriška,2008,Mar,PM10,20.0
gorenje polje,Goriška,2008,Mar,PM10,23.0
mo maribor,Podravska,2008,Mar,PM10,30.0
vnajnarje,Osrednjeslovenska,2008,Mar,PM10,
pesje,Posavska,2008,Mar,PM10,16.0
skale,Savinjska,2008,Mar,PM10,17.0
prapretno,Zasavska,2008,Mar,PM10,26.0
ljubljana b.,Osrednjeslovenska,2008,Mar,SO2,4.0
maribor,Podravska,2008,Mar,SO2,2.0
celje,Savinjska,2008,Mar,SO2,5.0
trbovlje,Zasavska,2008,Mar,SO2,4.0
hrastnik,Zasavska,2008,Mar,SO2,6.0
zagorje,Zasavska,2008,Mar,SO2,6.0
murska s.-rakican,Pomurska,2008,Mar,SO2,6.0
nova gorica,Goriška,2008,Mar,SO2,9.0
oms lj. (vnajnarje),Osrednjeslovenska,2008,Mar,SO2,4.0
sostanj,Savinjska,2008,Mar,SO2,6.0
topolsica,Savinjska,2008,Mar,SO2,2.0
veliki vrh,Savinjska,2008,Mar,SO2,11.0
zavodnje,Savinjska,2008,Mar,SO2,3.0
velenje,Savinjska,2008,Mar,SO2,4.0
graska gora,Koroška,2008,Mar,SO2,5.0
pesje,Posavska,2008,Mar,SO2,7.0
skale,Savinjska,2008,Mar,SO2,5.0
kovk,Zasavska,2008,Mar,SO2,14.0
dobovec,Zasavska,2008,Mar,SO2,15.0
kum,Zasavska,2008,Mar,SO2,23.0
ravenska vas,Zasavska,2008,Mar,SO2,5.0
ljubljana bezigrad,Osrednjeslovenska,2008,Mar,NO2,26.0
maribor,Podravska,2008,Mar,NO2,38.0
celje,Savinjska,2008,Mar,NO2,25.0
trbovlje,Zasavska,2008,Mar,NO2,24.0
murska s.-rakican,Pomurska,2008,Mar,NO2,17.0
nova gorica,Goriška,2008,Mar,NO2,28.0
koper,Obalno-kraška,2008,Mar,NO2,23.0
vnajnarje,Osrednjeslovenska,2008,Mar,NO2,6.0
zavodnje,Savinjska,2008,Mar,NO2,2.0
skale,Savinjska,2008,Mar,NO2,11.0
kovk,Zasavska,2008,Mar,NO2,12.0
eis teb (sv.mohor),Savinjska,2008,Mar,NO2,2.0
ljubljana bezigrad,Osrednjeslovenska,2008,Mar,NOX,36.0
maribor,Podravska,2008,Mar,NOX,58.0
celje,Savinjska,2008,Mar,NOX,37.0
trbovlje,Zasavska,2008,Mar,NOX,36.0
murska s.-rakican,Pomurska,2008,Mar,NOX,20.0
nova gorica,Goriška,2008,Mar,NOX,40.0
koper,Obalno-kraška,2008,Mar,NOX,27.0
vnajnarje,Osrednjeslovenska,2008,Mar,NOX,6.0
zavodnje,Savinjska,2008,Mar,NOX,5.0
skale,Savinjska,2008,Mar,NOX,10.0
kovk,Zasavska,2008,Mar,NOX,11.0
eis teb (sv.mohor),Savinjska,2008,Mar,NOX,8.0
ljubljana bez.,Osrednjeslovenska,2008,Apr,PM10,21.0
maribor,Podravska,2008,Apr,PM10,25.0
celje,Savinjska,2008,Apr,PM10,23.0
trbovlje,Zasavska,2008,Apr,PM10,25.0
zagorje,Zasavska,2008,Apr,PM10,29.0
murska s.-rakican,Pomurska,2008,Apr,PM10,21.0
nova gorica,Goriška,2008,Apr,PM10,25.0
koper,Obalno-kraška,2008,Apr,PM10,18.0
iskrba,Jugovzhodna Slovenija,2008,Apr,PM10,13.0
morsko,Goriška,2008,Apr,PM10,17.0
gorenje polje,Goriška,2008,Apr,PM10,22.0
mo maribor,Podravska,2008,Apr,PM10,33.0
vnajnarje,Osrednjeslovenska,2008,Apr,PM10,19.0
pesje,Posavska,2008,Apr,PM10,17.0
skale,Savinjska,2008,Apr,PM10,17.0
prapretno,Zasavska,2008,Apr,PM10,24.0
ljubljana b.,Osrednjeslovenska,2008,Apr,SO2,2.0
maribor,Podravska,2008,Apr,SO2,2.0
celje,Savinjska,2008,Apr,SO2,4.0
trbovlje,Zasavska,2008,Apr,SO2,1.0
hrastnik,Zasavska,2008,Apr,SO2,6.0
zagorje,Zasavska,2008,Apr,SO2,4.0
murska s.-rakican,Pomurska,2008,Apr,SO2,5.0
nova gorica,Goriška,2008,Apr,SO2,7.0
oms lj. (vnajnarje),Osrednjeslovenska,2008,Apr,SO2,2.0
sostanj,Savinjska,2008,Apr,SO2,11.0
topolsica,Savinjska,2008,Apr,SO2,2.0
veliki vrh,Savinjska,2008,Apr,SO2,7.0
zavodnje,Savinjska,2008,Apr,SO2,2.0
velenje,Savinjska,2008,Apr,SO2,5.0
graska gora,Koroška,2008,Apr,SO2,6.0
pesje,Posavska,2008,Apr,SO2,7.0
skale,Savinjska,2008,Apr,SO2,4.0
kovk,Zasavska,2008,Apr,SO2,15.0
dobovec,Zasavska,2008,Apr,SO2,4.0
kum,Zasavska,2008,Apr,SO2,12.0
ravenska vas,Zasavska,2008,Apr,SO2,4.0
ljubljana bezigrad,Osrednjeslovenska,2008,Apr,NO2,27.0
maribor,Podravska,2008,Apr,NO2,34.0
celje,Savinjska,2008,Apr,NO2,26.0
trbovlje,Zasavska,2008,Apr,NO2,21.0
murska s.-rakican,Pomurska,2008,Apr,NO2,15.0
nova gorica,Goriška,2008,Apr,NO2,29.0
koper,Obalno-kraška,2008,Apr,NO2,20.0
vnajnarje,Osrednjeslovenska,2008,Apr,NO2,3.0
zavodnje,Savinjska,2008,Apr,NO2,0.0
skale,Savinjska,2008,Apr,NO2,6.0
kovk,Zasavska,2008,Apr,NO2,11.0
eis teb (sv.mohor),Savinjska,2008,Apr,NO2,1.0
ljubljana bezigrad,Osrednjeslovenska,2008,Apr,NOX,37.0
maribor,Podravska,2008,Apr,NOX,50.0
celje,Savinjska,2008,Apr,NOX,36.0
trbovlje,Zasavska,2008,Apr,NOX,30.0
murska s.-rakican,Pomurska,2008,Apr,NOX,17.0
nova gorica,Goriška,2008,Apr,NOX,45.0
koper,Obalno-kraška,2008,Apr,NOX,24.0
vnajnarje,Osrednjeslovenska,2008,Apr,NOX,4.0
zavodnje,Savinjska,2008,Apr,NOX,5.0
skale,Savinjska,2008,Apr,NOX,9.0
kovk,Zasavska,2008,Apr,NOX,13.0
eis teb (sv.mohor),Savinjska,2008,Apr,NOX,6.0
ljubljana bez.,Osrednjeslovenska,2008,Maj,PM10,24.0
maribor,Podravska,2008,Maj,PM10,30.0
celje,Savinjska,2008,Maj,PM10,26.0
trbovlje,Zasavska,2008,Maj,PM10,19.0
zagorje,Zasavska,2008,Maj,PM10,28.0
murska s.-rakican,Pomurska,2008,Maj,PM10,24.0
nova gorica,Goriška,2008,Maj,PM10,33.0
koper,Obalno-kraška,2008,Maj,PM10,24.0
iskrba,Jugovzhodna Slovenija,2008,Maj,PM10,17.0
morsko,Goriška,2008,Maj,PM10,18.0
gorenje polje,Goriška,2008,Maj,PM10,20.0
mo maribor,Podravska,2008,Maj,PM10,34.0
vnajnarje,Osrednjeslovenska,2008,Maj,PM10,25.0
pesje,Posavska,2008,Maj,PM10,24.0
skale,Savinjska,2008,Maj,PM10,24.0
prapretno,Zasavska,2008,Maj,PM10,33.0
ljubljana b.,Osrednjeslovenska,2008,Maj,SO2,1.0
maribor,Podravska,2008,Maj,SO2,2.0
celje,Savinjska,2008,Maj,SO2,3.0
trbovlje,Zasavska,2008,Maj,SO2,0.0
hrastnik,Zasavska,2008,Maj,SO2,4.0
zagorje,Zasavska,2008,Maj,SO2,5.0
murska s.-rakican,Pomurska,2008,Maj,SO2,7.0
nova gorica,Goriška,2008,Maj,SO2,7.0
oms lj. (vnajnarje),Osrednjeslovenska,2008,Maj,SO2,2.0
sostanj,Savinjska,2008,Maj,SO2,6.0
topolsica,Savinjska,2008,Maj,SO2,2.0
veliki vrh,Savinjska,2008,Maj,SO2,4.0
zavodnje,Savinjska,2008,Maj,SO2,2.0
velenje,Savinjska,2008,Maj,SO2,4.0
graska gora,Koroška,2008,Maj,SO2,6.0
pesje,Posavska,2008,Maj,SO2,9.0
skale,Savinjska,2008,Maj,SO2,5.0
kovk,Zasavska,2008,Maj,SO2,7.0
dobovec,Zasavska,2008,Maj,SO2,0.0
kum,Zasavska,2008,Maj,SO2,4.0
ravenska vas,Zasavska,2008,Maj,SO2,0.0
ljubljana bezigrad,Osrednjeslovenska,2008,Maj,NO2,20.0
maribor,Podravska,2008,Maj,NO2,27.0
celje,Savinjska,2008,Maj,NO2,18.0
trbovlje,Zasavska,2008,Maj,NO2,16.0
murska s.-rakican,Pomurska,2008,Maj,NO2,11.0
nova gorica,Goriška,2008,Maj,NO2,24.0
koper,Obalno-kraška,2008,Maj,NO2,16.0
vnajnarje,Osrednjeslovenska,2008,Maj,NO2,3.0
zavodnje,Savinjska,2008,Maj,NO2,1.0
skale,Savinjska,2008,Maj,NO2,6.0
kovk,Zasavska,2008,Maj,NO2,10.0
eis teb (sv.mohor),Savinjska,2008,Maj,NO2,1.0
ljubljana bezigrad,Osrednjeslovenska,2008,Maj,NOX,25.0
maribor,Podravska,2008,Maj,NOX,42.0
celje,Savinjska,2008,Maj,NOX,22.0
trbovlje,Zasavska,2008,Maj,NOX,22.0
murska s.-rakican,Pomurska,2008,Maj,NOX,12.0
nova gorica,Goriška,2008,Maj,NOX,33.0
koper,Obalno-kraška,2008,Maj,NOX,19.0
vnajnarje,Osrednjeslovenska,2008,Maj,NOX,3.0
zavodnje,Savinjska,2008,Maj,NOX,4.0
skale,Savinjska,2008,Maj,NOX,7.0
kovk,Zasavska,2008,Maj,NOX,8.0
eis teb (sv.mohor),Savinjska,2008,Maj,NOX,6.0
ljubljana bez.,Osrednjeslovenska,2008,Jun,PM10,22.0
maribor,Podravska,2008,Jun,PM10,28.0
celje,Savinjska,2008,Jun,PM10,20.0
trbovlje,Zasavska,2008,Jun,PM10,21.0
zagorje,Zasavska,2008,Jun,PM10,31.0
murska s.-rakican,Pomurska,2008,Jun,PM10,22.0
nova gorica,Goriška,2008,Jun,PM10,29.0
koper,Obalno-kraška,2008,Jun,PM10,21.0
iskrba,Jugovzhodna Slovenija,2008,Jun,PM10,15.0
morsko,Goriška,2008,Jun,PM10,17.0
gorenje polje,Goriška,2008,Jun,PM10,17.0
