Postaja,Regija,Leto,Mesec,NO2
kovk,Zasavska,2006,Dec,11.0
eis teb (sv.mohor),Savinjska,2006,Dec,8.0
ljubljana bezigrad,Osrednjeslovenska,2007,Jan,34.0
maribor,Podravska,2007,Jan,46.0
celje,Savinjska,2007,Jan,29.0
trbovlje,Zasavska,2007,Jan,20.0
murska s.-rakican,Pomurska,2007,Jan,25.0
nova gorica,Goriška,2007,Jan,32.0
vnajnarje,Osrednjeslovenska,2007,Jan,9.0
zavodnje,Savinjska,2007,Jan,4.0
skale,Savinjska,2007,Jan,18.0
kovk,Zasavska,2007,Jan,20.0
eis teb (sv.mohor),Savinjska,2007,Jan,7.0
ljubljana bezigrad,Osrednjeslovenska,2007,Feb,38.0
maribor,Podravska,2007,Feb,44.0
celje,Savinjska,2007,Feb,28.0
trbovlje,Zasavska,2007,Feb,22.0
murska s.-rakican,Pomurska,2007,Feb,20.0
nova gorica,Goriška,2007,Feb,29.0
vnajnarje,Osrednjeslovenska,2007,Feb,9.0
zavodnje,Savinjska,2007,Feb,7.0
skale,Savinjska,2007,Feb,18.0
kovk,Zasavska,2007,Feb,17.0
eis teb (sv.mohor),Savinjska,2007,Feb,3.0
ljubljana bezigrad,Osrednjeslovenska,2007,Mar,32.0
maribor,Podravska,2007,Mar,42.0
celje,Savinjska,2007,Mar,27.0
trbovlje,Zasavska,2007,Mar,28.0
murska s.-rakican,Pomurska,2007,Mar,17.0
nova gorica,Goriška,2007,Mar,23.0
vnajnarje,Osrednjeslovenska,2007,Mar,6.0
zavodnje,Savinjska,2007,Mar,2.0
skale,Savinjska,2007,Mar,11.0
kovk,Zasavska,2007,Mar,12.0
eis teb (sv.mohor),Savinjska,2007,Mar,2.0
ljubljana bezigrad,Osrednjeslovenska,2007,Apr,26.0
maribor,Podravska,2007,Apr,36.0
celje,Savinjska,2007,Apr,20.0
trbovlje,Zasavska,2007,Apr,25.0
murska s.-rakican,Pomurska,2007,Apr,16.0
nova gorica,Goriška,2007,Apr,20.0
vnajnarje,Osrednjeslovenska,2007,Apr,3.0
zavodnje,Savinjska,2007,Apr,0.0
skale,Savinjska,2007,Apr,6.0
kovk,Zasavska,2007,Apr,11.0
eis teb (sv.mohor),Savinjska,2007,Apr,1.0
ljubljana bezigrad,Osrednjeslovenska,2007,Maj,19.0
maribor,Podravska,2007,Maj,33.0
celje,Savinjska,2007,Maj,15.0
trbovlje,Zasavska,2007,Maj,16.0
murska s.-rakican,Pomurska,2007,Maj,12.0
nova gorica,Goriška,2007,Maj,19.0
vnajnarje,Osrednjeslovenska,2007,Maj,3.0
zavodnje,Savinjska,2007,Maj,1.0
skale,Savinjska,2007,Maj,6.0
kovk,Zasavska,2007,Maj,10.0
eis teb (sv.mohor),Savinjska,2007,Maj,1.0
ljubljana bezigrad,Osrednjeslovenska,2007,Jun,18.0
maribor,Podravska,2007,Jun,30.0
celje,Savinjska,2007,Jun,17.0
trbovlje,Zasavska,2007,Jun,19.0
murska s.-rakican,Pomurska,2007,Jun,11.0
nova gorica,Goriška,2007,Jun,19.0
vnajnarje,Osrednjeslovenska,2007,Jun,2.0
zavodnje,Savinjska,2007,Jun,2.0
skale,Savinjska,2007,Jun,5.0
kovk,Zasavska,2007,Jun,7.0
eis teb (sv.mohor),Savinjska,2007,Jun,3.0
ljubljana bezigrad,Osrednjeslovenska,2007,Jul,19.0
maribor,Podravska,2007,Jul,31.0
celje,Savinjska,2007,Jul,19.0
trbovlje,Zasavska,2007,Jul,21.0
murska s.-rakican,Pomurska,2007,Jul,13.0
nova gorica,Goriška,2007,Jul,19.0
vnajnarje,Osrednjeslovenska,2007,Jul,1.0
zavodnje,Savinjska,2007,Jul,4.0
skale,Savinjska,2007,Jul,5.0
kovk,Zasavska,2007,Jul,10.0
eis teb (sv.mohor),Savinjska,2007,Jul,7.0
ljubljana bezigrad,Osrednjeslovenska,2007,Avg,19.0
maribor,Podravska,2007,Avg,29.0
celje,Savinjska,2007,Avg,17.0
trbovlje,Zasavska,2007,Avg,17.0
murska s.-rakican,Pomurska,2007,Avg,13.0
nova gorica,Goriška,2007,Avg,18.0
vnajnarje,Osrednjeslovenska,2007,Avg,3.0
zavodnje,Savinjska,2007,Avg,1.0
skale,Savinjska,2007,Avg,4.0
kovk,Zasavska,2007,Avg,11.0
eis teb (sv.mohor),Savinjska,2007,Avg,7.0
ljubljana bezigrad,Osrednjeslovenska,2007,Sep,26.0
maribor,Podravska,2007,Sep,33.0
celje,Savinjska,2007,Sep,22.0
trbovlje,Zasavska,2007,Sep,20.0
murska s.-rakican,Pomurska,2007,Sep,13.0
nova gorica,Goriška,2007,Sep,19.0
vnajnarje,Osrednjeslovenska,2007,Sep,3.0
zavodnje,Savinjska,2007,Sep,2.0
skale,Savinjska,2007,Sep,2.0
kovk,Zasavska,2007,Sep,7.0
eis teb (sv.mohor),Savinjska,2007,Sep,5.0
ljubljana bezigrad,Osrednjeslovenska,2007,Okt,31.0
maribor,Podravska,2007,Okt,34.0
celje,Savinjska,2007,Okt,25.0
trbovlje,Zasavska,2007,Okt,22.0
murska s.-rakican,Pomurska,2007,Okt,16.0
nova gorica,Goriška,2007,Okt,28.0
vnajnarje,Osrednjeslovenska,2007,Okt,4.0
zavodnje,Savinjska,2007,Okt,4.0
skale,Savinjska,2007,Okt,1.0
kovk,Zasavska,2007,Okt,12.0
eis teb (sv.mohor),Savinjska,2007,Okt,4.0
ljubljana bezigrad,Osrednjeslovenska,2007,Nov,36.0
maribor,Podravska,2007,Nov,44.0
celje,Savinjska,2007,Nov,33.0
trbovlje,Zasavska,2007,Nov,27.0
murska s.-rakican,Pomurska,2007,Nov,22.0
nova gorica,Goriška,2007,Nov,33.0
vnajnarje,Osrednjeslovenska,2007,Nov,7.0
zavodnje,Savinjska,2007,Nov,6.0
skale,Savinjska,2007,Nov,0.0
kovk,Zasavska,2007,Nov,15.0
eis teb (sv.mohor),Savinjska,2007,Nov,2.0
ljubljana bezigrad,Osrednjeslovenska,2007,Dec,37.0
maribor,Podravska,2007,Dec,44.0
celje,Savinjska,2007,Dec,29.0
trbovlje,Zasavska,2007,Dec,27.0
murska s.-rakican,Pomurska,2007,Dec,25.0
nova gorica,Goriška,2007,Dec,34.0
vnajnarje,Osrednjeslovenska,2007,Dec,7.0
zavodnje,Savinjska,2007,Dec,4.0
skale,Savinjska,2007,Dec,24.0
kovk,Zasavska,2007,Dec,11.0
eis teb (sv.mohor),Savinjska,2007,Dec,8.0
ljubljana bezigrad,Osrednjeslovenska,2008,Jan,37.0
maribor,Podravska,2008,Jan,42.0
celje,Savinjska,2008,Jan,34.0
trbovlje,Zasavska,2008,Jan,27.0
murska s.-rakican,Pomurska,2008,Jan,26.0
nova gorica,Goriška,2008,Jan,33.0
koper,Obalno-kraška,2008,Jan,34.0
vnajnarje,Osrednjeslovenska,2008,Jan,9.0
zavodnje,Savinjska,2008,Jan,4.0
skale,Savinjska,2008,Jan,18.0
kovk,Zasavska,2008,Jan,20.0
eis teb (sv.mohor),Savinjska,2008,Jan,7.0
ljubljana bezigrad,Osrednjeslovenska,2008,Feb,33.0
maribor,Podravska,2008,Feb,48.0
celje,Savinjska,2008,Feb,36.0
trbovlje,Zasavska,2008,Feb,27.0
murska s.-rakican,Pomurska,2008,Feb,24.0
nova gorica,Goriška,2008,Feb,41.0
koper,Obalno-kraška,2008,Feb,39.0
vnajnarje,Osrednjeslovenska,2008,Feb,9.0
zavodnje,Savinjska,2008,Feb,7.0
skale,Savinjska,2008,Feb,18.0
kovk,Zasavska,2008,Feb,17.0
eis teb (sv.mohor),Savinjska,2008,Feb,3.0
ljubljana bezigrad,Osrednjeslovenska,2008,Mar,26.0
maribor,Podravska,2008,Mar,38.0
celje,Savinjska,2008,Mar,25.0
trbovlje,Zasavska,2008,Mar,24.0
murska s.-rakican,Pomurska,2008,Mar,17.0
nova gorica,Goriška,2008,Mar,28.0
koper,Obalno-kraška,2008,Mar,23.0
vnajnarje,Osrednjeslovenska,2008,Mar,6.0
zavodnje,Savinjska,2008,Mar,2.0
skale,Savinjska,2008,Mar,11.0
kovk,Zasavska,2008,Mar,12.0
eis teb (sv.mohor),Savinjska,2008,Mar,2.0
ljubljana bezigrad,Osrednjeslovenska,2008,Apr,27.0
maribor,Podravska,2008,Apr,34.0
celje,Savinjska,2008,Apr,26.0
trbovlje,Zasavska,2008,Apr,21.0
murska s.-rakican,Pomurska,2008,Apr,15.0
nova gorica,Goriška,2008,Apr,29.0
koper,Obalno-kraška,2008,Apr,20.0
vnajnarje,Osrednjeslovenska,2008,Apr,3.0
zavodnje,Savinjska,2008,Apr,0.0
skale,Savinjska,2008,Apr,6.0
kovk,Zasavska,2008,Apr,11.0
eis teb (sv.mohor),Savinjska,2008,Apr,1.0
ljubljana bezigrad,Osrednjeslovenska,2008,Maj,20.0
maribor,Podravska,2008,Maj,27.0
celje,Savinjska,2008,Maj,18.0
trbovlje,Zasavska,2008,Maj,16.0
murska s.-rakican,Pomurska,2008,Maj,11.0
nova gorica,Goriška,2008,Maj,24.0
koper,Obalno-kraška,2008,Maj,16.0
vnajnarje,Osrednjeslovenska,2008,Maj,3.0
zavodnje,Savinjska,2008,Maj,1.0
skale,Savinjska,2008,Maj,6.0
kovk,Zasavska,2008,Maj,10.0
eis teb (sv.mohor),Savinjska,2008,Maj,1.0
ljubljana bezigrad,Osrednjeslovenska,2008,Jun,16.0
maribor,Podravska,2008,Jun,28.0
celje,Savinjska,2008,Jun,14.0
trbovlje,Zasavska,2008,Jun,21.0
murska s.-rakican,Pomurska,2008,Jun,10.0
nova gorica,Goriška,2008,Jun,24.0
koper,Obalno-kraška,2008,Jun,14.0
vnajnarje,Osrednjeslovenska,2008,Jun,2.0
zavodnje,Savinjska,2008,Jun,2.0
skale,Savinjska,2008,Jun,5.0
kovk,Zasavska,2008,Jun,7.0
eis teb (sv.mohor),Savinjska,2008,Jun,3.0
ljubljana bezigrad,Osrednjeslovenska,2008,Jul,22.0
maribor,Podravska,2008,Jul,26.0
celje,Savinjska,2008,Jul,15.0
trbovlje,Zasavska,2008,Jul,20.0
murska s.-rakican,Pomurska,2008,Jul,11.0
nova gorica,Goriška,2008,Jul,20.0
koper,Obalno-kraška,2008,Jul,14.0
vnajnarje,Osrednjeslovenska,2008,Jul,1.0
zavodnje,Savinjska,2008,Jul,4.0
skale,Savinjska,2008,Jul,5.0
kovk,Zasavska,2008,Jul,10.0
eis teb (sv.mohor),Savinjska,2008,Jul,7.0
ljubljana bezigrad,Osrednjeslovenska,2008,Avg,23.0
maribor,Podravska,2008,Avg,25.0
celje,Savinjska,2008,Avg,13.0
trbovlje,Zasavska,2008,Avg,18.0
murska s.-rakican,Pomurska,2008,Avg,10.0
nova gorica,Goriška,2008,Avg,22.0
koper,Obalno-kraška,2008,Avg,14.0
vnajnarje,Osrednjeslovenska,2008,Avg,3.0
zavodnje,Savinjska,2008,Avg,1.0
skale,Savinjska,2008,Avg,4.0
kovk,Zasavska,2008,Avg,11.0
eis teb (sv.mohor),Savinjska,2008,Avg,7.0
ljubljana bezigrad,Osrednjeslovenska,2008,Sep,27.0
maribor,Podravska,2008,Sep,28.0
celje,Savinjska,2008,Sep,16.0
trbovlje,Zasavska,2008,Sep,20.0
murska s.-rakican,Pomurska,2008,Sep,10.0
nova gorica,Goriška,2008,Sep,25.0
koper,Obalno-kraška,2008,Sep,13.0
vnajnarje,Osrednjeslovenska,2008,Sep,3.0
zavodnje,Savinjska,2008,Sep,4.0
skale,Savinjska,2008,Sep,2.0
kovk,Zasavska,2008,Sep,7.0
eis teb (sv.mohor),Savinjska,2008,Sep,5.0
ljubljana bezigrad,Osrednjeslovenska,2008,Okt,39.0
maribor,Podravska,2008,Okt,34.0
celje,Savinjska,2008,Okt,19.0
trbovlje,Zasavska,2008,Okt,26.0
murska s.-rakican,Pomurska,2008,Okt,15.0
nova gorica,Goriška,2008,Okt,35.0
koper,Obalno-kraška,2008,Okt,19.0
vnajnarje,Osrednjeslovenska,2008,Okt,4.0
zavodnje,Savinjska,2008,Okt,2.0
skale,Savinjska,2008,Okt,1.0
kovk,Zasavska,2008,Okt,12.0
eis teb (sv.mohor),Savinjska,2008,Okt,4.0
ljubljana bezigrad,Osrednjeslovenska,2008,Nov,42.0
maribor,Podravska,2008,Nov,35.0
celje,Savinjska,2008,Nov,18.0
trbovlje,Zasavska,2008,Nov,31.0
murska s.-rakican,Pomurska,2008,Nov,23.0
nova gorica,Goriška,2008,Nov,37.0
koper,Obalno-kraška,2008,Nov,23.0
vnajnarje,Osrednjeslovenska,2008,Nov,7.0
zavodnje,Savinjska,2008,Nov,6.0
skale,Savinjska,2008,Nov,0.0
kovk,Zasavska,2008,Nov,15.0
eis teb (sv.mohor),Savinjska,2008,Nov,2.0
ljubljana bezigrad,Osrednjeslovenska,2008,Dec,36.0
maribor,Podravska,2008,Dec,38.0
celje,Savinjska,2008,Dec,18.0
trbovlje,Zasavska,2008,Dec,26.0
murska s.-rakican,Pomurska,2008,Dec,22.0
nova gorica,Goriška,2008,Dec,39.0
koper,Obalno-kraška,2008,Dec,24.0
vnajnarje,Osrednjeslovenska,2008,Dec,7.0
zavodnje,Savinjska,2008,Dec,4.0
skale,Savinjska,2008,Dec,24.0
kovk,Zasavska,2008,Dec,11.0
eis teb (sv.mohor),Savinjska,2008,Dec,8.0
ljubljana bezigrad,Osrednjeslovenska,2009,Jan,50.0
ljubljana center,Osrednjeslovenska,2009,Jan,70.0
maribor center,Podravska,2009,Jan,46.0
celje,Savinjska,2009,Jan,23.0
trbovlje,Zasavska,2009,Jan,28.0
murska s.-rakican,Pomurska,2009,Jan,25.0
nova gorica,Goriška,2009,Jan,42.0
koper,Obalno-kraška,2009,Jan,23.0
vnajnarje,Osrednjeslovenska,2009,Jan,9.0
zavodnje,Savinjska,2009,Jan,11.0
skale,Savinjska,2009,Jan,15.0
kovk,Zasavska,2009,Jan,13.0
sv.mohor,Posavska,2009,Jan,11.0
ljubljana bezigrad,Osrednjeslovenska,2009,Feb,48.0
ljubljana center,Osrednjeslovenska,2009,Feb,75.0
maribor center,Podravska,2009,Feb,42.0
celje,Savinjska,2009,Feb,26.0
trbovlje,Zasavska,2009,Feb,17.0
murska s.-rakican,Pomurska,2009,Feb,17.0
nova gorica,Goriška,2009,Feb,43.0
koper,Obalno-kraška,2009,Feb,26.0
vnajnarje,Osrednjeslovenska,2009,Feb,8.0
zavodnje,Savinjska,2009,Feb,9.0
skale,Savinjska,2009,Feb,12.0
kovk,Zasavska,2009,Feb,12.0
sv.mohor,Posavska,2009,Feb,3.0
ljubljana bezigrad,Osrednjeslovenska,2009,Mar,31.0
ljubljana center,Osrednjeslovenska,2009,Mar,66.0
maribor center,Podravska,2009,Mar,38.0
celje,Savinjska,2009,Mar,30.0
trbovlje,Zasavska,2009,Mar,22.0
murska s.-rakican,Pomurska,2009,Mar,14.0
nova gorica,Goriška,2009,Mar,31.0
koper,Obalno-kraška,2009,Mar,19.0
vnajnarje,Osrednjeslovenska,2009,Mar,5.0
zavodnje,Savinjska,2009,Mar,3.0
skale,Savinjska,2009,Mar,9.0
kovk,Zasavska,2009,Mar,10.0
sv.mohor,Posavska,2009,Mar,7.0
ljubljana bezigrad,Osrednjeslovenska,2009,Apr,29.0
ljubljana center,Osrednjeslovenska,2009,Apr,61.0
maribor center,Podravska,2009,Apr,31.0
celje,Savinjska,2009,Apr,25.0
trbovlje,Zasavska,2009,Apr,20.0
murska s.-rakican,Pomurska,2009,Apr,13.0
nova gorica,Goriška,2009,Apr,21.0
koper,Obalno-kraška,2009,Apr,16.0
vnajnarje,Osrednjeslovenska,2009,Apr,6.0
zavodnje,Savinjska,2009,Apr,3.0
skale,Savinjska,2009,Apr,8.0
kovk,Zasavska,2009,Apr,13.0
sv.mohor,Posavska,2009,Apr,6.0
ljubljana bezigrad,Osrednjeslovenska,2009,Maj,20.0
ljubljana center,Osrednjeslovenska,2009,Maj,47.0
maribor center,Podravska,2009,Maj,24.0
celje,Savinjska,2009,Maj,15.0
trbovlje,Zasavska,2009,Maj,16.0
murska s.-rakican,Pomurska,2009,Maj,9.0
nova gorica,Goriška,2009,Maj,16.0
koper,Obalno-kraška,2009,Maj,14.0
vnajnarje,Osrednjeslovenska,2009,Maj,2.0
zavodnje,Savinjska,2009,Maj,3.0
skale,Savinjska,2009,Maj,7.0
kovk,Zasavska,2009,Maj,7.0
sv.mohor,Posavska,2009,Maj,5.0
ljubljana bezigrad,Osrednjeslovenska,2009,Jun,20.0
ljubljana center,Osrednjeslovenska,2009,Jun,53.0
maribor center,Podravska,2009,Jun,31.0
celje,Savinjska,2009,Jun,12.0
trbovlje,Zasavska,2009,Jun,13.0
murska s.-rakican,Pomurska,2009,Jun,9.0
nova gorica,Goriška,2009,Jun,17.0
koper,Obalno-kraška,2009,Jun,13.0
vnajnarje,Osrednjeslovenska,2009,Jun,2.0
zavodnje,Savinjska,2009,Jun,1.0
skale,Savinjska,2009,Jun,5.0
kovk,Zasavska,2009,Jun,8.0
sv.mohor,Posavska,2009,Jun,6.0
ljubljana bezigrad,Osrednjeslovenska,2009,Jul,21.0
ljubljana center,Osrednjeslovenska,2009,Jul,43.0
maribor center,Podravska,2009,Jul,25.0
celje,Savinjska,2009,Jul,13.0
trbovlje,Zasavska,2009,Jul,12.0
murska s.-rakican,Pomurska,2009,Jul,9.0
nova gorica,Goriška,2009,Jul,19.0
koper,Obalno-kraška,2009,Jul,17.0
vnajnarje,Osrednjeslovenska,2009,Jul,1.0
zavodnje,Savinjska,2009,Jul,1.0
skale,Savinjska,2009,Jul,5.0
kovk,Zasavska,2009,Jul,6.0
sv.mohor,Posavska,2009,Jul,7.0
ljubljana bezigrad,Osrednjeslovenska,2009,Avg,21.0
ljubljana center,Osrednjeslovenska,2009,Avg,45.0
maribor center,Podravska,2009,Avg,23.0
celje,Savinjska,2009,Avg,15.0
trbovlje,Zasavska,2009,Avg,14.0
murska s.-rakican,Pomurska,2009,Avg,9.0
nova gorica,Goriška,2009,Avg,21.0
koper,Obalno-kraška,2009,Avg,15.0
vnajnarje,Osrednjeslovenska,2009,Avg,0.0
zavodnje,Savinjska,2009,Avg,1.0
skale,Savinjska,2009,Avg,4.0
kovk,Zasavska,2009,Avg,4.0
sv.mohor,Posavska,2009,Avg,6.0
ljubljana bezigrad,Osrednjeslovenska,2009,Sep,29.0
ljubljana center,Osrednjeslovenska,2009,Sep,54.0
maribor center,Podravska,2009,Sep,29.0
celje,Savinjska,2009,Sep,21.0
trbovlje,Zasavska,2009,Sep,12.0
murska s.-rakican,Pomurska,2009,Sep,11.0
nova gorica,Goriška,2009,Sep,25.0
koper,Obalno-kraška,2009,Sep,17.0
vnajnarje,Osrednjeslovenska,2009,Sep,1.0
zavodnje,Savinjska,2009,Sep,0.0
skale,Savinjska,2009,Sep,6.0
kovk,Zasavska,2009,Sep,6.0
sv.mohor,Posavska,2009,Sep,5.0
ljubljana bezigrad,Osrednjeslovenska,2009,Okt,33.0
ljubljana center,Osrednjeslovenska,2009,Okt,47.0
maribor center,Podravska,2009,Okt,32.0
celje,Savinjska,2009,Okt,24.0
trbovlje,Zasavska,2009,Okt,13.0
murska s.-rakican,Pomurska,2009,Okt,15.0
nova gorica,Goriška,2009,Okt,28.0
koper,Obalno-kraška,2009,Okt,15.0
vnajnarje,Osrednjeslovenska,2009,Okt,3.0
zavodnje,Savinjska,2009,Okt,4.0
skale,Savinjska,2009,Okt,10.0
kovk,Zasavska,2009,Okt,9.0
sv.mohor,Posavska,2009,Okt,4.0
ljubljana bezigrad,Osrednjeslovenska,2009,Nov,39.0
ljubljana center,Osrednjeslovenska,2009,Nov,48.0
maribor center,Podravska,2009,Nov,36.0
celje,Savinjska,2009,Nov,29.0
trbovlje,Zasavska,2009,Nov,13.0
murska s.-rakican,Pomurska,2009,Nov,19.0
nova gorica,Goriška,2009,Nov,34.0
koper,Obalno-kraška,2009,Nov,24.0
vnajnarje,Osrednjeslovenska,2009,Nov,5.0
zavodnje,Savinjska,2009,Nov,3.0
skale,Savinjska,2009,Nov,11.0
kovk,Zasavska,2009,Nov,13.0
sv.mohor,Posavska,2009,Nov,8.0
ljubljana bezigrad,Osrednjeslovenska,2009,Dec,38.0
ljubljana center,Osrednjeslovenska,2009,Dec,61.0
maribor center,Podravska,2009,Dec,34.0
celje,Savinjska,2009,Dec,34.0
trbovlje,Zasavska,2009,Dec,18.0
murska s.-rakican,Pomurska,2009,Dec,22.0
nova gorica,Goriška,2009,Dec,35.0
koper,Obalno-kraška,2009,Dec,26.0
vnajnarje,Osrednjeslovenska,2009,Dec,5.0
zavodnje,Savinjska,2009,Dec,10.0
skale,Savinjska,2009,Dec,15.0
kovk,Zasavska,2009,Dec,8.0
sv.mohor,Posavska,2009,Dec,11.0
ljubljana bezigrad,Osrednjeslovenska,2010,Jan,53.0
ljubljana center,Osrednjeslovenska,2010,Jan,82.0
maribor center,Podravska,2010,Jan,43.0
celje,Savinjska,2010,Jan,42.0
trbovlje,Zasavska,2010,Jan,26.0
hrastnik,Zasavska,2010,Jan,25.0
nova gorica,Goriška,2010,Jan,37.0
koper,Obalno-kraška,2010,Jan,26.0
iskrba,Jugovzhodna Slovenija,2010,Jan,3.6
vnajnarje,Osrednjeslovenska,2010,Jan,8.0
zavodnje,Savinjska,2010,Jan,8.0
skale,Savinjska,2010,Jan,13.0
kovk,Zasavska,2010,Jan,11.0
dobovec,Zasavska,2010,Jan,10.0
sv.mohor,Posavska,2010,Jan,4.0
ljubljana bezigrad,Osrednjeslovenska,2010,Feb,57.0
ljubljana center,Osrednjeslovenska,2010,Feb,103.0
maribor center,Podravska,2010,Feb,49.0
celje,Savinjska,2010,Feb,43.0
trbovlje,Zasavska,2010,Feb,31.0
hrastnik,Zasavska,2010,Feb,25.0
nova gorica,Goriška,2010,Feb,40.0
koper,Obalno-kraška,2010,Feb,26.0
iskrba,Jugovzhodna Slovenija,2010,Feb,2.7
vnajnarje,Osrednjeslovenska,2010,Feb,8.0
zavodnje,Savinjska,2010,Feb,5.0
skale,Savinjska,2010,Feb,13.0
kovk,Zasavska,2010,Feb,12.0
dobovec,Zasavska,2010,Feb,9.0
sv.mohor,Posavska,2010,Feb,3.0
ljubljana bezigrad,Osrednjeslovenska,2010,Mar,36.0
ljubljana center,Osrednjeslovenska,2010,Mar,75.0
maribor center,Podravska,2010,Mar,38.0
celje,Savinjska,2010,Mar,27.0
trbovlje,Zasavska,2010,Mar,20.0
hrastnik,Zasavska,2010,Mar,16.0
nova gorica,Goriška,2010,Mar,32.0
koper,Obalno-kraška,2010,Mar,25.0
iskrba,Jugovzhodna Slovenija,2010,Mar,1.9
vnajnarje,Osrednjeslovenska,2010,Mar,3.0
zavodnje,Savinjska,2010,Mar,4.0
skale,Savinjska,2010,Mar,9.0
kovk,Zasavska,2010,Mar,9.0
dobovec,Zasavska,2010,Mar,34.0
sv.mohor,Posavska,2010,Mar,3.0
ljubljana bezigrad,Osrednjeslovenska,2010,Apr,30.0
ljubljana center,Osrednjeslovenska,2010,Apr,69.0
maribor center,Podravska,2010,Apr,29.0
celje,Savinjska,2010,Apr,21.0
trbovlje,Zasavska,2010,Apr,20.0
hrastnik,Zasavska,2010,Apr,17.0
nova gorica,Goriška,2010,Apr,25.0
koper,Obalno-kraška,2010,Apr,18.0
iskrba,Jugovzhodna Slovenija,2010,Apr,1.5
vnajnarje,Osrednjeslovenska,2010,Apr,3.0
zavodnje,Savinjska,2010,Apr,4.0
skale,Savinjska,2010,Apr,4.0
kovk,Zasavska,2010,Apr,5.0
dobovec,Zasavska,2010,Apr,41.0
sv.mohor,Posavska,2010,Apr,2.0
ljubljana bezigrad,Osrednjeslovenska,2010,Maj,24.0
ljubljana center,Osrednjeslovenska,2010,Maj,53.0
maribor center,Podravska,2010,Maj,27.0
celje,Savinjska,2010,Maj,13.0
trbovlje,Zasavska,2010,Maj,14.0
hrastnik,Zasavska,2010,Maj,15.0
nova gorica,Goriška,2010,Maj,24.0
koper,Obalno-kraška,2010,Maj,13.0
iskrba,Jugovzhodna Slovenija,2010,Maj,1.2
vnajnarje,Osrednjeslovenska,2010,Maj,2.0
zavodnje,Savinjska,2010,Maj,2.0
skale,Savinjska,2010,Maj,5.0
kovk,Zasavska,2010,Maj,4.0
dobovec,Zasavska,2010,Maj,13.0
sv.mohor,Posavska,2010,Maj,1.0
ljubljana bezigrad,Osrednjeslovenska,2010,Jun,21.0
ljubljana center,Osrednjeslovenska,2010,Jun,50.0
maribor center,Podravska,2010,Jun,26.0
celje,Savinjska,2010,Jun,15.0
trbovlje,Zasavska,2010,Jun,9.0
hrastnik,Zasavska,2010,Jun,14.0
nova gorica,Goriška,2010,Jun,21.0
koper,Obalno-kraška,2010,Jun,16.0
iskrba,Jugovzhodna Slovenija,2010,Jun,1.3
vnajnarje,Osrednjeslovenska,2010,Jun,2.0
zavodnje,Savinjska,2010,Jun,3.0
skale,Savinjska,2010,Jun,6.0
kovk,Zasavska,2010,Jun,6.0
dobovec,Zasavska,2010,Jun,6.0
sv.mohor,Posavska,2010,Jun,2.0
ljubljana bezigrad,Osrednjeslovenska,2010,Jul,21.0
ljubljana center,Osrednjeslovenska,2010,Jul,49.0
maribor center,Podravska,2010,Jul,27.0
celje,Savinjska,2010,Jul,15.0
trbovlje,Zasavska,2010,Jul,9.0
hrastnik,Zasavska,2010,Jul,13.0
nova gorica,Goriška,2010,Jul,22.0
koper,Obalno-kraška,2010,Jul,18.0
iskrba,Jugovzhodna Slovenija,2010,Jul,1.4
vnajnarje,Osrednjeslovenska,2010,Jul,1.0
zavodnje,Savinjska,2010,Jul,4.0
skale,Savinjska,2010,Jul,6.0
kovk,Zasavska,2010,Jul,8.0
dobovec,Zasavska,2010,Jul,1.0
sv.mohor,Posavska,2010,Jul,1.0
ljubljana bezigrad,Osrednjeslovenska,2010,Avg,21.0
ljubljana center,Osrednjeslovenska,2010,Avg,46.0
maribor center,Podravska,2010,Avg,27.0
celje,Savinjska,2010,Avg,16.0
trbovlje,Zasavska,2010,Avg,10.0
hrastnik,Zasavska,2010,Avg,12.0
nova gorica,Goriška,2010,Avg,19.0
koper,Obalno-kraška,2010,Avg,19.0
iskrba,Jugovzhodna Slovenija,2010,Avg,1.4
vnajnarje,Osrednjeslovenska,2010,Avg,3.0
zavodnje,Savinjska,2010,Avg,3.0
skale,Savinjska,2010,Avg,2.0
kovk,Zasavska,2010,Avg,12.0
dobovec,Zasavska,2010,Avg,2.0
sv.mohor,Posavska,2010,Avg,1.0
ljubljana bezigrad,Osrednjeslovenska,2010,Sep,27.0
ljubljana center,Osrednjeslovenska,2010,Sep,47.0
maribor center,Podravska,2010,Sep,29.0
celje,Savinjska,2010,Sep,21.0
trbovlje,Zasavska,2010,Sep,19.0
hrastnik,Zasavska,2010,Sep,14.0
nova gorica,Goriška,2010,Sep,23.0
koper,Obalno-kraška,2010,Sep,22.0
iskrba,Jugovzhodna Slovenija,2010,Sep,1.3
vnajnarje,Osrednjeslovenska,2010,Sep,2.0
zavodnje,Savinjska,2010,Sep,4.0
skale,Savinjska,2010,Sep,7.0
kovk,Zasavska,2010,Sep,6.0
dobovec,Zasavska,2010,Sep,5.0
sv.mohor,Posavska,2010,Sep,3.0
ljubljana bezigrad,Osrednjeslovenska,2010,Okt,32.0
ljubljana center,Osrednjeslovenska,2010,Okt,53.0
maribor center,Podravska,2010,Okt,33.0
celje,Savinjska,2010,Okt,37.0
trbovlje,Zasavska,2010,Okt,25.0
hrastnik,Zasavska,2010,Okt,18.0
nova gorica,Goriška,2010,Okt,27.0
koper,Obalno-kraška,2010,Okt,20.0
iskrba,Jugovzhodna Slovenija,2010,Okt,1.5
vnajnarje,Osrednjeslovenska,2010,Okt,2.0
