Postaja,Regija,Leto,Mesec,NO2
skale,Savinjska,2016,Maj,5.0
kovk,Zasavska,2016,Maj,5.0
dobovec,Zasavska,2016,Maj,1.0
sv. mohor,Savinjska,2016,Maj,2.0
lj center,Osrednjeslovenska,2016,Maj,34.0
amp gaji,Savinjska,2016,Maj,11.0
zelena trava,Zasavska,2016,Maj,7.0
lj bezigrad,Osrednjeslovenska,2016,Jun,19.0
maribor,Podravska,2016,Jun,
celje,Savinjska,2016,Jun,13.0
ms rakican,Pomurska,2016,Jun,8.0
nova gorica,Goriška,2016,Jun,12.0
trbovlje,Zasavska,2016,Jun,12.0
zagorje,Zasavska,2016,Jun,17.0
koper,Obalno-kraška,2016,Jun,11.0
iskrba,Jugovzhodna Slovenija,2016,Jun,1.0
vnajnarje,Osrednjeslovenska,2016,Jun,6.0
zavodnje,Savinjska,2016,Jun,3.0
skale,Savinjska,2016,Jun,4.0
kovk,Zasavska,2016,Jun,4.0
dobovec,Zasavska,2016,Jun,0.0
sv. mohor,Savinjska,2016,Jun,2.0
lj center,Osrednjeslovenska,2016,Jun,25.0
amp gaji,Savinjska,2016,Jun,8.0
zelena trava,Zasavska,2016,Jun,
lj bezigrad,Osrednjeslovenska,2016,Jul,17.0
maribor,Podravska,2016,Jul,19.0
celje,Savinjska,2016,Jul,11.0
ms rakican,Pomurska,2016,Jul,6.0
nova gorica,Goriška,2016,Jul,19.0
trbovlje,Zasavska,2016,Jul,11.0
zagorje,Zasavska,2016,Jul,15.0
koper,Obalno-kraška,2016,Jul,12.0
iskrba,Jugovzhodna Slovenija,2016,Jul,1.0
vnajnarje,Osrednjeslovenska,2016,Jul,6.0
zavodnje,Savinjska,2016,Jul,4.0
skale,Savinjska,2016,Jul,5.0
kovk,Zasavska,2016,Jul,3.0
dobovec,Zasavska,2016,Jul,0.0
sv. mohor,Savinjska,2016,Jul,4.0
lj center,Osrednjeslovenska,2016,Jul,25.0
amp gaji,Savinjska,2016,Jul,7.0
zelena trava,Zasavska,2016,Jul,
lj bezigrad,Osrednjeslovenska,2016,Avg,17.0
maribor,Podravska,2016,Avg,20.0
celje,Savinjska,2016,Avg,11.0
ms rakican,Pomurska,2016,Avg,11.0
nova gorica,Goriška,2016,Avg,17.0
trbovlje,Zasavska,2016,Avg,12.0
zagorje,Zasavska,2016,Avg,14.0
koper,Obalno-kraška,2016,Avg,9.0
iskrba,Jugovzhodna Slovenija,2016,Avg,1.0
vnajnarje,Osrednjeslovenska,2016,Avg,5.0
zavodnje,Savinjska,2016,Avg,4.0
skale,Savinjska,2016,Avg,4.0
kovk,Zasavska,2016,Avg,3.0
dobovec,Zasavska,2016,Avg,0.0
sv. mohor,Savinjska,2016,Avg,3.0
lj center,Osrednjeslovenska,2016,Avg,22.0
amp gaji,Savinjska,2016,Avg,6.0
zelena trava,Zasavska,2016,Avg,
lj bezigrad,Osrednjeslovenska,2016,Sep,27.0
maribor,Podravska,2016,Sep,17.0
celje,Savinjska,2016,Sep,13.0
ms rakican,Pomurska,2016,Sep,14.0
nova gorica,Goriška,2016,Sep,23.0
trbovlje,Zasavska,2016,Sep,15.0
zagorje,Zasavska,2016,Sep,21.0
koper,Obalno-kraška,2016,Sep,7.0
iskrba,Jugovzhodna Slovenija,2016,Sep,1.0
vnajnarje,Osrednjeslovenska,2016,Sep,9.0
zavodnje,Savinjska,2016,Sep,5.0
skale,Savinjska,2016,Sep,6.0
kovk,Zasavska,2016,Sep,4.0
dobovec,Zasavska,2016,Sep,1.0
sv. mohor,Savinjska,2016,Sep,5.0
lj center,Osrednjeslovenska,2016,Sep,27.0
amp gaji,Savinjska,2016,Sep,8.0
zelena trava,Zasavska,2016,Sep,
lj bezigrad,Osrednjeslovenska,2016,Okt,28.0
maribor,Podravska,2016,Okt,18.0
celje,Savinjska,2016,Okt,13.0
ms rakican,Pomurska,2016,Okt,15.0
nova gorica,Goriška,2016,Okt,26.0
trbovlje,Zasavska,2016,Okt,18.0
zagorje,Zasavska,2016,Okt,23.0
koper,Obalno-kraška,2016,Okt,12.0
iskrba,Jugovzhodna Slovenija,2016,Okt,2.0
vnajnarje,Osrednjeslovenska,2016,Okt,11.0
zavodnje,Savinjska,2016,Okt,6.0
skale,Savinjska,2016,Okt,6.0
kovk,Zasavska,2016,Okt,7.0
dobovec,Zasavska,2016,Okt,1.0
sv. mohor,Savinjska,2016,Okt,6.0
lj center,Osrednjeslovenska,2016,Okt,23.0
amp gaji,Savinjska,2016,Okt,17.0
zelena trava,Zasavska,2016,Okt,
lj bezigrad,Osrednjeslovenska,2016,Nov,35.0
maribor,Podravska,2016,Nov,32.0
celje,Savinjska,2016,Nov,20.0
ms rakican,Pomurska,2016,Nov,13.0
nova gorica,Goriška,2016,Nov,35.0
trbovlje,Zasavska,2016,Nov,22.0
zagorje,Zasavska,2016,Nov,29.0
koper,Obalno-kraška,2016,Nov,15.0
iskrba,Jugovzhodna Slovenija,2016,Nov,2.0
vnajnarje,Osrednjeslovenska,2016,Nov,13.0
zavodnje,Savinjska,2016,Nov,6.0
skale,Savinjska,2016,Nov,9.0
kovk,Zasavska,2016,Nov,9.0
dobovec,Zasavska,2016,Nov,1.0
sv. mohor,Savinjska,2016,Nov,9.0
lj center,Osrednjeslovenska,2016,Nov,28.0
amp gaji,Savinjska,2016,Nov,24.0
zelena trava,Zasavska,2016,Nov,
lj bezigrad,Osrednjeslovenska,2016,Dec,53.0
maribor,Podravska,2016,Dec,48.0
celje,Savinjska,2016,Dec,39.0
ms rakican,Pomurska,2016,Dec,20.0
nova gorica,Goriška,2016,Dec,55.0
trbovlje,Zasavska,2016,Dec,33.0
zagorje,Zasavska,2016,Dec,37.0
koper,Obalno-kraška,2016,Dec,21.0
iskrba,Jugovzhodna Slovenija,2016,Dec,3.0
vnajnarje,Osrednjeslovenska,2016,Dec,20.0
zavodnje,Savinjska,2016,Dec,14.0
skale,Savinjska,2016,Dec,17.0
kovk,Zasavska,2016,Dec,3.0
dobovec,Zasavska,2016,Dec,1.0
sv. mohor,Savinjska,2016,Dec,18.0
lj center,Osrednjeslovenska,2016,Dec,55.0
amp gaji,Savinjska,2016,Dec,37.0
zelena trava,Zasavska,2016,Dec,
lj bezigrad,Osrednjeslovenska,2017,Jan,128.0
maribor,Podravska,2017,Jan,103.0
celje,Savinjska,2017,Jan,104.0
ms rakican,Pomurska,2017,Jan,82.0
nova gorica,Goriška,2017,Jan,135.0
trbovlje,Zasavska,2017,Jan,74.0
zagorje,Zasavska,2017,Jan,88.0
koper,Obalno-kraška,2017,Jan,50.0
iskrba,Jugovzhodna Slovenija,2017,Jan,10.0
vnajnarje,Osrednjeslovenska,2017,Jan,61.0
sostanj,Savinjska,2017,Jan,71.0
zavodnje,Savinjska,2017,Jan,77.0
skale,Savinjska,2017,Jan,51.0
kovk,Zasavska,2017,Jan,
dobovec,Zasavska,2017,Jan,
sv. mohor,Savinjska,2017,Jan,61.0
lj center,Osrednjeslovenska,2017,Jan,142.0
ce gaji,Savinjska,2017,Jan,116.0
mb vrbanski,Podravska,2017,Jan,88.0
lj bezigrad,Osrednjeslovenska,2017,Feb,172.0
maribor,Podravska,2017,Feb,90.0
celje,Savinjska,2017,Feb,105.0
ms rakican,Pomurska,2017,Feb,68.0
nova gorica,Goriška,2017,Feb,110.0
trbovlje,Zasavska,2017,Feb,71.0
zagorje,Zasavska,2017,Feb,81.0
koper,Obalno-kraška,2017,Feb,85.0
iskrba,Jugovzhodna Slovenija,2017,Feb,13.0
vnajnarje,Osrednjeslovenska,2017,Feb,66.0
sostanj,Savinjska,2017,Feb,61.0
zavodnje,Savinjska,2017,Feb,66.0
skale,Savinjska,2017,Feb,93.0
kovk,Zasavska,2017,Feb,37.0
dobovec,Zasavska,2017,Feb,
sv. mohor,Savinjska,2017,Feb,43.0
lj center,Osrednjeslovenska,2017,Feb,202.0
ce gaji,Savinjska,2017,Feb,78.0
mb vrbanski,Podravska,2017,Feb,91.0
lj bezigrad,Osrednjeslovenska,2017,Mar,135.0
maribor,Podravska,2017,Mar,94.0
celje,Savinjska,2017,Mar,111.0
ms rakican,Pomurska,2017,Mar,
nova gorica,Goriška,2017,Mar,111.0
trbovlje,Zasavska,2017,Mar,84.0
zagorje,Zasavska,2017,Mar,82.0
koper,Obalno-kraška,2017,Mar,106.0
iskrba,Jugovzhodna Slovenija,2017,Mar,5.0
vnajnarje,Osrednjeslovenska,2017,Mar,51.0
sostanj,Savinjska,2017,Mar,75.0
zavodnje,Savinjska,2017,Mar,57.0
skale,Savinjska,2017,Mar,72.0
kovk,Zasavska,2017,Mar,47.0
dobovec,Zasavska,2017,Mar,6.0
sv. mohor,Savinjska,2017,Mar,24.0
lj center,Osrednjeslovenska,2017,Mar,154.0
ce gaji,Savinjska,2017,Mar,70.0
mb vrbanski,Podravska,2017,Mar,66.0
lj bezigrad,Osrednjeslovenska,2017,Apr,87.0
maribor,Podravska,2017,Apr,80.0
celje,Savinjska,2017,Apr,115.0
ms rakican,Pomurska,2017,Apr,39.0
nova gorica,Goriška,2017,Apr,91.0
trbovlje,Zasavska,2017,Apr,70.0
zagorje,Zasavska,2017,Apr,61.0
koper,Obalno-kraška,2017,Apr,73.0
iskrba,Jugovzhodna Slovenija,2017,Apr,5.0
vnajnarje,Osrednjeslovenska,2017,Apr,30.0
sostanj,Savinjska,2017,Apr,68.0
zavodnje,Savinjska,2017,Apr,39.0
skale,Savinjska,2017,Apr,84.0
kovk,Zasavska,2017,Apr,48.0
dobovec,Zasavska,2017,Apr,
sv. mohor,Savinjska,2017,Apr,26.0
lj center,Osrednjeslovenska,2017,Apr,119.0
ce gaji,Savinjska,2017,Apr,61.0
mb vrbanski,Podravska,2017,Apr,53.0
lj bezigrad,Osrednjeslovenska,2017,Maj,71.0
maribor,Podravska,2017,Maj,63.0
celje,Savinjska,2017,Maj,71.0
ms rakican,Pomurska,2017,Maj,51.0
nova gorica,Goriška,2017,Maj,64.0
trbovlje,Zasavska,2017,Maj,58.0
zagorje,Zasavska,2017,Maj,55.0
koper,Obalno-kraška,2017,Maj,77.0
iskrba,Jugovzhodna Slovenija,2017,Maj,3.0
vnajnarje,Osrednjeslovenska,2017,Maj,35.0
sostanj,Savinjska,2017,Maj,73.0
zavodnje,Savinjska,2017,Maj,23.0
skale,Savinjska,2017,Maj,39.0
kovk,Zasavska,2017,Maj,28.0
dobovec,Zasavska,2017,Maj,
sv. mohor,Savinjska,2017,Maj,14.0
lj center,Osrednjeslovenska,2017,Maj,106.0
ce gaji,Savinjska,2017,Maj,47.0
mb vrbanski,Podravska,2017,Maj,38.0
lj bezigrad,Osrednjeslovenska,2017,Jun,60.0
maribor,Podravska,2017,Jun,91.0
celje,Savinjska,2017,Jun,53.0
ms rakican,Pomurska,2017,Jun,48.0
nova gorica,Goriška,2017,Jun,73.0
trbovlje,Zasavska,2017,Jun,44.0
zagorje,Zasavska,2017,Jun,83.0
koper,Obalno-kraška,2017,Jun,82.0
iskrba,Jugovzhodna Slovenija,2017,Jun,3.0
vnajnarje,Osrednjeslovenska,2017,Jun,31.0
sostanj,Savinjska,2017,Jun,48.0
zavodnje,Savinjska,2017,Jun,33.0
skale,Savinjska,2017,Jun,37.0
kovk,Zasavska,2017,Jun,
dobovec,Zasavska,2017,Jun,
sv. mohor,Savinjska,2017,Jun,21.0
lj center,Osrednjeslovenska,2017,Jun,147.0
ce gaji,Savinjska,2017,Jun,37.0
mb vrbanski,Podravska,2017,Jun,33.0
lj bezigrad,Osrednjeslovenska,2017,Jul,68.0
maribor,Podravska,2017,Jul,62.0
celje,Savinjska,2017,Jul,66.0
ms rakican,Pomurska,2017,Jul,44.0
nova gorica,Goriška,2017,Jul,88.0
trbovlje,Zasavska,2017,Jul,50.0
zagorje,Zasavska,2017,Jul,45.0
koper,Obalno-kraška,2017,Jul,92.0
iskrba,Jugovzhodna Slovenija,2017,Jul,5.0
vnajnarje,Osrednjeslovenska,2017,Jul,26.0
sostanj,Savinjska,2017,Jul,84.0
zavodnje,Savinjska,2017,Jul,41.0
skale,Savinjska,2017,Jul,54.0
kovk,Zasavska,2017,Jul,
dobovec,Zasavska,2017,Jul,
sv. mohor,Savinjska,2017,Jul,23.0
lj center,Osrednjeslovenska,2017,Jul,124.0
ce gaji,Savinjska,2017,Jul,46.0
mb vrbanski,Podravska,2017,Jul,27.0
lj bezigrad,Osrednjeslovenska,2017,Avg,95.0
maribor,Podravska,2017,Avg,61.0
celje,Savinjska,2017,Avg,73.0
ms rakican,Pomurska,2017,Avg,40.0
nova gorica,Goriška,2017,Avg,94.0
trbovlje,Zasavska,2017,Avg,55.0
zagorje,Zasavska,2017,Avg,64.0
koper,Obalno-kraška,2017,Avg,89.0
iskrba,Jugovzhodna Slovenija,2017,Avg,4.0
vnajnarje,Osrednjeslovenska,2017,Avg,24.0
sostanj,Savinjska,2017,Avg,51.0
zavodnje,Savinjska,2017,Avg,70.0
skale,Savinjska,2017,Avg,79.0
kovk,Zasavska,2017,Avg,
dobovec,Zasavska,2017,Avg,
sv. mohor,Savinjska,2017,Avg,18.0
lj center,Osrednjeslovenska,2017,Avg,158.0
ce gaji,Savinjska,2017,Avg,44.0
mb vrbanski,Podravska,2017,Avg,27.0
lj bezigrad,Osrednjeslovenska,2017,Sep,94.0
maribor,Podravska,2017,Sep,70.0
celje,Savinjska,2017,Sep,64.0
ms rakican,Pomurska,2017,Sep,38.0
nova gorica,Goriška,2017,Sep,82.0
trbovlje,Zasavska,2017,Sep,55.0
zagorje,Zasavska,2017,Sep,43.0
koper,Obalno-kraška,2017,Sep,58.0
iskrba,Jugovzhodna Slovenija,2017,Sep,4.0
vnajnarje,Osrednjeslovenska,2017,Sep,27.0
sostanj,Savinjska,2017,Sep,46.0
zavodnje,Savinjska,2017,Sep,19.0
skale,Savinjska,2017,Sep,41.0
kovk,Zasavska,2017,Sep,
dobovec,Zasavska,2017,Sep,
sv. mohor,Savinjska,2017,Sep,19.0
lj center,Osrednjeslovenska,2017,Sep,97.0
ce gaji,Savinjska,2017,Sep,50.0
mb vrbanski,Podravska,2017,Sep,37.0
lj bezigrad,Osrednjeslovenska,2017,Okt,109.0
maribor,Podravska,2017,Okt,98.0
celje,Savinjska,2017,Okt,103.0
ms rakican,Pomurska,2017,Okt,42.0
nova gorica,Goriška,2017,Okt,97.0
trbovlje,Zasavska,2017,Okt,107.0
zagorje,Zasavska,2017,Okt,79.0
koper,Obalno-kraška,2017,Okt,63.0
iskrba,Jugovzhodna Slovenija,2017,Okt,9.0
vnajnarje,Osrednjeslovenska,2017,Okt,37.0
sostanj,Savinjska,2017,Okt,44.0
zavodnje,Savinjska,2017,Okt,52.0
skale,Savinjska,2017,Okt,51.0
kovk,Zasavska,2017,Okt,
dobovec,Zasavska,2017,Okt,
sv. mohor,Savinjska,2017,Okt,27.0
lj center,Osrednjeslovenska,2017,Okt,130.0
ce gaji,Savinjska,2017,Okt,65.0
mb vrbanski,Podravska,2017,Okt,45.0
lj bezigrad,Osrednjeslovenska,2017,Nov,94.0
maribor,Podravska,2017,Nov,63.0
celje,Savinjska,2017,Nov,89.0
ms rakican,Pomurska,2017,Nov,72.0
nova gorica,Goriška,2017,Nov,104.0
trbovlje,Zasavska,2017,Nov,99.0
zagorje,Zasavska,2017,Nov,67.0
koper,Obalno-kraška,2017,Nov,77.0
iskrba,Jugovzhodna Slovenija,2017,Nov,9.0
vnajnarje,Osrednjeslovenska,2017,Nov,45.0
sostanj,Savinjska,2017,Nov,47.0
zavodnje,Savinjska,2017,Nov,40.0
skale,Savinjska,2017,Nov,34.0
kovk,Zasavska,2017,Nov,
dobovec,Zasavska,2017,Nov,
sv. mohor,Savinjska,2017,Nov,41.0
lj center,Osrednjeslovenska,2017,Nov,108.0
ce gaji,Savinjska,2017,Nov,77.0
mb vrbanski,Podravska,2017,Nov,54.0
lj bezigrad,Osrednjeslovenska,2017,Dec,102.0
maribor,Podravska,2017,Dec,71.0
celje,Savinjska,2017,Dec,102.0
ms rakican,Pomurska,2017,Dec,70.0
nova gorica,Goriška,2017,Dec,121.0
trbovlje,Zasavska,2017,Dec,105.0
zagorje,Zasavska,2017,Dec,75.0
koper,Obalno-kraška,2017,Dec,84.0
iskrba,Jugovzhodna Slovenija,2017,Dec,13.0
vnajnarje,Osrednjeslovenska,2017,Dec,87.0
sostanj,Savinjska,2017,Dec,46.0
zavodnje,Savinjska,2017,Dec,54.0
skale,Savinjska,2017,Dec,38.0
kovk,Zasavska,2017,Dec,
dobovec,Zasavska,2017,Dec,
sv. mohor,Savinjska,2017,Dec,45.0
lj center,Osrednjeslovenska,2017,Dec,129.0
ce gaji,Savinjska,2017,Dec,71.0
mb vrbanski,Podravska,2017,Dec,60.0
lj bezigrad,Osrednjeslovenska,2018,Jan,36.0
maribor,Podravska,2018,Jan,27.0
celje,Savinjska,2018,Jan,30.0
ms rakican,Pomurska,2018,Jan,19.0
nova gorica,Goriška,2018,Jan,39.0
trbovlje,Zasavska,2018,Jan,22.0
zagorje,Zasavska,2018,Jan,23.0
koper,Obalno-kraška,2018,Jan,24.0
iskrba,Jugovzhodna Slovenija,2018,Jan,3.0
sostanj,Savinjska,2018,Jan,18.0
zavodnje,Savinjska,2018,Jan,8.0
skale,Savinjska,2018,Jan,11.0
sv. mohor,Savinjska,2018,Jan,9.0
lj center,Osrednjeslovenska,2018,Jan,51.0
ce gaji,Savinjska,2018,Jan,27.0
mb vrbanski,Podravska,2018,Jan,23.0
lj bezigrad,Osrednjeslovenska,2018,Feb,37.0
maribor,Podravska,2018,Feb,29.0
celje,Savinjska,2018,Feb,39.0
ms rakican,Pomurska,2018,Feb,17.0
nova gorica,Goriška,2018,Feb,27.0
trbovlje,Zasavska,2018,Feb,25.0
zagorje,Zasavska,2018,Feb,32.0
koper,Obalno-kraška,2018,Feb,17.0
iskrba,Jugovzhodna Slovenija,2018,Feb,3.0
sostanj,Savinjska,2018,Feb,19.0
zavodnje,Savinjska,2018,Feb,7.0
skale,Savinjska,2018,Feb,12.0
sv. mohor,Savinjska,2018,Feb,10.0
lj center,Osrednjeslovenska,2018,Feb,62.0
ce gaji,Savinjska,2018,Feb,30.0
mb vrbanski,Podravska,2018,Feb,19.0
lj bezigrad,Osrednjeslovenska,2018,Mar,32.0
maribor,Podravska,2018,Mar,31.0
celje,Savinjska,2018,Mar,34.0
ms rakican,Pomurska,2018,Mar,15.0
nova gorica,Goriška,2018,Mar,22.0
trbovlje,Zasavska,2018,Mar,22.0
zagorje,Zasavska,2018,Mar,25.0
koper,Obalno-kraška,2018,Mar,24.0
iskrba,Jugovzhodna Slovenija,2018,Mar,3.0
sostanj,Savinjska,2018,Mar,14.0
zavodnje,Savinjska,2018,Mar,8.0
skale,Savinjska,2018,Mar,12.0
sv. mohor,Savinjska,2018,Mar,9.0
lj center,Osrednjeslovenska,2018,Mar,62.0
ce gaji,Savinjska,2018,Mar,26.0
mb vrbanski,Podravska,2018,Mar,24.0
lj bezigrad,Osrednjeslovenska,2018,Apr,22.0
maribor,Podravska,2018,Apr,22.0
celje,Savinjska,2018,Apr,24.0
ms rakican,Pomurska,2018,Apr,10.0
nova gorica,Goriška,2018,Apr,23.0
trbovlje,Zasavska,2018,Apr,15.0
zagorje,Zasavska,2018,Apr,18.0
koper,Obalno-kraška,2018,Apr,22.0
iskrba,Jugovzhodna Slovenija,2018,Apr,2.0
sostanj,Savinjska,2018,Apr,9.0
zavodnje,Savinjska,2018,Apr,3.0
skale,Savinjska,2018,Apr,5.0
sv. mohor,Savinjska,2018,Apr,4.0
lj center,Osrednjeslovenska,2018,Apr,52.0
ce gaji,Savinjska,2018,Apr,16.0
mb vrbanski,Podravska,2018,Apr,
lj bezigrad,Osrednjeslovenska,2018,Maj,20.0
maribor,Podravska,2018,Maj,19.0
celje,Savinjska,2018,Maj,19.0
ms rakican,Pomurska,2018,Maj,8.0
nova gorica,Goriška,2018,Maj,21.0
trbovlje,Zasavska,2018,Maj,13.0
zagorje,Zasavska,2018,Maj,15.0
koper,Obalno-kraška,2018,Maj,15.0
iskrba,Jugovzhodna Slovenija,2018,Maj,2.0
sostanj,Savinjska,2018,Maj,8.0
zavodnje,Savinjska,2018,Maj,4.0
skale,Savinjska,2018,Maj,4.0
sv. mohor,Savinjska,2018,Maj,4.0
lj center,Osrednjeslovenska,2018,Maj,31.0
ce gaji,Savinjska,2018,Maj,10.0
mb vrbanski,Podravska,2018,Maj,9.0
lj bezigrad,Osrednjeslovenska,2018,Jun,17.0
maribor,Podravska,2018,Jun,15.0
celje,Savinjska,2018,Jun,17.0
ms rakican,Pomurska,2018,Jun,6.0
nova gorica,Goriška,2018,Jun,19.0
trbovlje,Zasavska,2018,Jun,10.0
zagorje,Zasavska,2018,Jun,15.0
koper,Obalno-kraška,2018,Jun,13.0
iskrba,Jugovzhodna Slovenija,2018,Jun,1.0
sostanj,Savinjska,2018,Jun,9.0
zavodnje,Savinjska,2018,Jun,3.0
skale,Savinjska,2018,Jun,4.0
sv. mohor,Savinjska,2018,Jun,3.0
lj center,Osrednjeslovenska,2018,Jun,24.0
ce gaji,Savinjska,2018,Jun,11.0
mb vrbanski,Podravska,2018,Jun,8.0
lj bezigrad,Osrednjeslovenska,2018,Jul,17.0
maribor,Podravska,2018,Jul,13.0
celje,Savinjska,2018,Jul,16.0
ms rakican,Pomurska,2018,Jul,7.0
nova gorica,Goriška,2018,Jul,20.0
trbovlje,Zasavska,2018,Jul,10.0
zagorje,Zasavska,2018,Jul,13.0
koper,Obalno-kraška,2018,Jul,13.0
iskrba,Jugovzhodna Slovenija,2018,Jul,1.0
sostanj,Savinjska,2018,Jul,9.0
zavodnje,Savinjska,2018,Jul,3.0
skale,Savinjska,2018,Jul,4.0
sv. mohor,Savinjska,2018,Jul,3.0
lj center,Osrednjeslovenska,2018,Jul,
ce gaji,Savinjska,2018,Jul,10.0
mb vrbanski,Podravska,2018,Jul,7.0
lj bezigrad,Osrednjeslovenska,2018,Avg,19.0
maribor,Podravska,2018,Avg,13.0
celje,Savinjska,2018,Avg,17.0
ms rakican,Pomurska,2018,Avg,8.0
nova gorica,Goriška,2018,Avg,19.0
trbovlje,Zasavska,2018,Avg,10.0
zagorje,Zasavska,2018,Avg,13.0
koper,Obalno-kraška,2018,Avg,14.0
iskrba,Jugovzhodna Slovenija,2018,Avg,1.0
sostanj,Savinjska,2018,Avg,10.0
zavodnje,Savinjska,2018,Avg,4.0
skale,Savinjska,2018,Avg,4.0
sv. mohor,Savinjska,2018,Avg,
lj center,Osrednjeslovenska,2018,Avg,
ce gaji,Savinjska,2018,Avg,8.0
mb vrbanski,Podravska,2018,Avg,6.0
lj bezigrad,Osrednjeslovenska,2018,Sep,24.0
maribor,Podravska,2018,Sep,11.0
celje,Savinjska,2018,Sep,22.0
ms rakican,Pomurska,2018,Sep,9.0
nova gorica,Goriška,2018,Sep,19.0
trbovlje,Zasavska,2018,Sep,12.0
zagorje,Zasavska,2018,Sep,19.0
koper,Obalno-kraška,2018,Sep,15.0
iskrba,Jugovzhodna Slovenija,2018,Sep,1.0
sostanj,Savinjska,2018,Sep,8.0
zavodnje,Savinjska,2018,Sep,4.0
skale,Savinjska,2018,Sep,4.0
sv. mohor,Savinjska,2018,Sep,5.0
lj center,Osrednjeslovenska,2018,Sep,
ce gaji,Savinjska,2018,Sep,9.0
mb vrbanski,Podravska,2018,Sep,5.0
lj bezigrad,Osrednjeslovenska,2018,Okt,30.0
maribor,Podravska,2018,Okt,11.0
celje,Savinjska,2018,Okt,27.0
ms rakican,Pomurska,2018,Okt,12.0
nova gorica,Goriška,2018,Okt,24.0
trbovlje,Zasavska,2018,Okt,16.0
zagorje,Zasavska,2018,Okt,23.0
koper,Obalno-kraška,2018,Okt,17.0
iskrba,Jugovzhodna Slovenija,2018,Okt,2.0
sostanj,Savinjska,2018,Okt,9.0
zavodnje,Savinjska,2018,Okt,6.0
skale,Savinjska,2018,Okt,7.0
sv. mohor,Savinjska,2018,Okt,7.0
lj center,Osrednjeslovenska,2018,Okt,42.0
ce gaji,Savinjska,2018,Okt,17.0
mb vrbanski,Podravska,2018,Okt,9.0
lj bezigrad,Osrednjeslovenska,2018,Nov,24.0
maribor,Podravska,2018,Nov,30.0
celje,Savinjska,2018,Nov,26.0
ms rakican,Pomurska,2018,Nov,14.0
nova gorica,Goriška,2018,Nov,21.0
trbovlje,Zasavska,2018,Nov,15.0
zagorje,Zasavska,2018,Nov,21.0
koper,Obalno-kraška,2018,Nov,17.0
iskrba,Jugovzhodna Slovenija,2018,Nov,3.0
sostanj,Savinjska,2018,Nov,13.0
zavodnje,Savinjska,2018,Nov,7.0
skale,Savinjska,2018,Nov,9.0
sv. mohor,Savinjska,2018,Nov,9.0
lj center,Osrednjeslovenska,2018,Nov,36.0
ce gaji,Savinjska,2018,Nov,18.0
mb vrbanski,Podravska,2018,Nov,19.0
lj bezigrad,Osrednjeslovenska,2018,Dec,38.0
maribor,Podravska,2018,Dec,39.0
celje,Savinjska,2018,Dec,40.0
ms rakican,Pomurska,2018,Dec,26.0
nova gorica,Goriška,2018,Dec,39.0
trbovlje,Zasavska,2018,Dec,24.0
zagorje,Zasavska,2018,Dec,26.0
koper,Obalno-kraška,2018,Dec,27.0
iskrba,Jugovzhodna Slovenija,2018,Dec,3.0
sostanj,Savinjska,2018,Dec,17.0
zavodnje,Savinjska,2018,Dec,8.0
skale,Savinjska,2018,Dec,13.0
sv. mohor,Savinjska,2018,Dec,14.0
lj center,Osrednjeslovenska,2018,Dec,48.0
ce gaji,Savinjska,2018,Dec,23.0
mb vrbanski,Podravska,2018,Dec,27.0
lj bezigrad,Osrednjeslovenska,2019,Jan,102.0
maribor,Podravska,2019,Jan,100.0
celje,Savinjska,2019,Jan,106.0
ms rakican,Pomurska,2019,Jan,70.0
nova gorica,Goriška,2019,Jan,110.0
trbovlje,Zasavska,2019,Jan,60.0
zagorje,Zasavska,2019,Jan,68.0
koper,Obalno-kraška,2019,Jan,73.0
iskrba,Jugovzhodna Slovenija,2019,Jan,12.0
sostanj,Savinjska,2019,Jan,48.0
zavodnje,Savinjska,2019,Jan,49.0
skale,Savinjska,2019,Jan,34.0
sv. mohor,Savinjska,2019,Jan,32.0
lj center,Osrednjeslovenska,2019,Jan,110.0
ce gaji,Savinjska,2019,Jan,79.0
mb vrbanski,Podravska,2019,Jan,87.0
lj bezigrad,Osrednjeslovenska,2019,Feb,130.0
maribor,Podravska,2019,Feb,113.0
celje,Savinjska,2019,Feb,118.0
ms rakican,Pomurska,2019,Feb,80.0
nova gorica,Goriška,2019,Feb,124.0
trbovlje,Zasavska,2019,Feb,108.0
zagorje,Zasavska,2019,Feb,89.0
koper,Obalno-kraška,2019,Feb,72.0
iskrba,Jugovzhodna Slovenija,2019,Feb,8.0
sostanj,Savinjska,2019,Feb,51.0
zavodnje,Savinjska,2019,Feb,29.0
skale,Savinjska,2019,Feb,32.0
sv. mohor,Savinjska,2019,Feb,29.0
lj center,Osrednjeslovenska,2019,Feb,151.0
ce gaji,Savinjska,2019,Feb,100.0
mb vrbanski,Podravska,2019,Feb,82.0
lj bezigrad,Osrednjeslovenska,2019,Mar,130.0
maribor,Podravska,2019,Mar,117.0
celje,Savinjska,2019,Mar,106.0
ms rakican,Pomurska,2019,Mar,67.0
nova gorica,Goriška,2019,Mar,132.0
trbovlje,Zasavska,2019,Mar,95.0
zagorje,Zasavska,2019,Mar,81.0
koper,Obalno-kraška,2019,Mar,101.0
iskrba,Jugovzhodna Slovenija,2019,Mar,6.0
sostanj,Savinjska,2019,Mar,46.0
zavodnje,Savinjska,2019,Mar,18.0
skale,Savinjska,2019,Mar,23.0
sv. mohor,Savinjska,2019,Mar,34.0
lj center,Osrednjeslovenska,2019,Mar,124.0
