Postaja,Leto,Mesec,SO2
zagorje,2016,Mar,8.0
hrastnik,2016,Mar,10.0
vnajnarje,2016,Mar,11.0
sostanj,2016,Mar,4.0
topolsica,2016,Mar,3.0
zavodnje,2016,Mar,1.0
veliki vrh,2016,Mar,5.0
graska gora,2016,Mar,5.0
velenje,2016,Mar,4.0
pesje,2016,Mar,12.0
skale,2016,Mar,8.0
kovk,2016,Mar,7.0
dobovec,2016,Mar,11.0
kum,2016,Mar,9.0
ravenska vas,2016,Mar,15.0
sv. mohor,2016,Mar,5.0
lj center,2016,Mar,2.0
amp gaji,2016,Mar,5.0
lj bezigrad,2016,Apr,11.0
celje,2016,Apr,8.0
trbovlje,2016,Apr,7.0
zagorje,2016,Apr,6.0
hrastnik,2016,Apr,6.0
vnajnarje,2016,Apr,1.0
sostanj,2016,Apr,16.0
topolsica,2016,Apr,4.0
zavodnje,2016,Apr,15.0
veliki vrh,2016,Apr,11.0
graska gora,2016,Apr,7.0
velenje,2016,Apr,5.0
pesje,2016,Apr,8.0
skale,2016,Apr,8.0
kovk,2016,Apr,6.0
dobovec,2016,Apr,13.0
kum,2016,Apr,10.0
ravenska vas,2016,Apr,10.0
sv. mohor,2016,Apr,5.0
lj center,2016,Apr,2.0
amp gaji,2016,Apr,7.0
lj bezigrad,2016,Maj,15.0
celje,2016,Maj,10.0
trbovlje,2016,Maj,12.0
zagorje,2016,Maj,9.0
hrastnik,2016,Maj,7.0
vnajnarje,2016,Maj,5.0
sostanj,2016,Maj,4.0
topolsica,2016,Maj,2.0
zavodnje,2016,Maj,4.0
veliki vrh,2016,Maj,9.0
graska gora,2016,Maj,6.0
velenje,2016,Maj,6.0
pesje,2016,Maj,7.0
skale,2016,Maj,7.0
kovk,2016,Maj,8.0
dobovec,2016,Maj,12.0
kum,2016,Maj,11.0
ravenska vas,2016,Maj,14.0
sv. mohor,2016,Maj,1.0
lj center,2016,Maj,2.0
amp gaji,2016,Maj,8.0
lj bezigrad,2016,Jun,9.0
celje,2016,Jun,6.0
trbovlje,2016,Jun,9.0
zagorje,2016,Jun,4.0
hrastnik,2016,Jun,7.0
vnajnarje,2016,Jun,4.0
sostanj,2016,Jun,5.0
topolsica,2016,Jun,2.0
zavodnje,2016,Jun,4.0
veliki vrh,2016,Jun,3.0
graska gora,2016,Jun,10.0
velenje,2016,Jun,6.0
pesje,2016,Jun,8.0
skale,2016,Jun,6.0
kovk,2016,Jun,12.0
dobovec,2016,Jun,14.0
kum,2016,Jun,11.0
ravenska vas,2016,Jun,14.0
sv. mohor,2016,Jun,2.0
lj center,2016,Jun,2.0
amp gaji,2016,Jun,6.0
lj bezigrad,2016,Jul,9.0
celje,2016,Jul,6.0
trbovlje,2016,Jul,10.0
zagorje,2016,Jul,6.0
hrastnik,2016,Jul,9.0
vnajnarje,2016,Jul,4.0
sostanj,2016,Jul,12.0
topolsica,2016,Jul,7.0
zavodnje,2016,Jul,6.0
veliki vrh,2016,Jul,12.0
graska gora,2016,Jul,12.0
velenje,2016,Jul,8.0
pesje,2016,Jul,9.0
skale,2016,Jul,7.0
kovk,2016,Jul,11.0
dobovec,2016,Jul,15.0
kum,2016,Jul,8.0
ravenska vas,2016,Jul,9.0
sv. mohor,2016,Jul,12.0
lj center,2016,Jul,2.0
amp gaji,2016,Jul,4.0
lj bezigrad,2016,Avg,7.0
celje,2016,Avg,9.0
trbovlje,2016,Avg,12.0
zagorje,2016,Avg,5.0
hrastnik,2016,Avg,10.0
vnajnarje,2016,Avg,8.0
sostanj,2016,Avg,6.0
topolsica,2016,Avg,8.0
zavodnje,2016,Avg,11.0
veliki vrh,2016,Avg,7.0
graska gora,2016,Avg,11.0
velenje,2016,Avg,12.0
pesje,2016,Avg,14.0
skale,2016,Avg,9.0
kovk,2016,Avg,10.0
dobovec,2016,Avg,12.0
kum,2016,Avg,6.0
ravenska vas,2016,Avg,8.0
sv. mohor,2016,Avg,8.0
lj center,2016,Avg,6.0
amp gaji,2016,Avg,6.0
lj bezigrad,2016,Sep,5.0
celje,2016,Sep,8.0
trbovlje,2016,Sep,19.0
zagorje,2016,Sep,4.0
hrastnik,2016,Sep,11.0
vnajnarje,2016,Sep,6.0
sostanj,2016,Sep,8.0
topolsica,2016,Sep,7.0
zavodnje,2016,Sep,8.0
veliki vrh,2016,Sep,23.0
graska gora,2016,Sep,7.0
velenje,2016,Sep,3.0
pesje,2016,Sep,7.0
skale,2016,Sep,9.0
kovk,2016,Sep,12.0
dobovec,2016,Sep,16.0
kum,2016,Sep,4.0
ravenska vas,2016,Sep,10.0
sv. mohor,2016,Sep,6.0
lj center,2016,Sep,5.0
amp gaji,2016,Sep,5.0
lj bezigrad,2016,Okt,7.0
celje,2016,Okt,12.0
trbovlje,2016,Okt,11.0
zagorje,2016,Okt,7.0
hrastnik,2016,Okt,9.0
vnajnarje,2016,Okt,7.0
sostanj,2016,Okt,7.0
topolsica,2016,Okt,7.0
zavodnje,2016,Okt,4.0
veliki vrh,2016,Okt,12.0
graska gora,2016,Okt,11.0
velenje,2016,Okt,5.0
pesje,2016,Okt,8.0
skale,2016,Okt,13.0
kovk,2016,Okt,11.0
dobovec,2016,Okt,14.0
kum,2016,Okt,11.0
ravenska vas,2016,Okt,13.0
sv. mohor,2016,Okt,8.0
lj center,2016,Okt,2.0
amp gaji,2016,Okt,5.0
lj bezigrad,2016,Nov,14.0
celje,2016,Nov,11.0
trbovlje,2016,Nov,15.0
zagorje,2016,Nov,7.0
hrastnik,2016,Nov,10.0
vnajnarje,2016,Nov,12.0
sostanj,2016,Nov,5.0
topolsica,2016,Nov,9.0
zavodnje,2016,Nov,6.0
veliki vrh,2016,Nov,5.0
graska gora,2016,Nov,16.0
velenje,2016,Nov,8.0
pesje,2016,Nov,10.0
skale,2016,Nov,14.0
kovk,2016,Nov,15.0
dobovec,2016,Nov,14.0
kum,2016,Nov,16.0
ravenska vas,2016,Nov,17.0
sv. mohor,2016,Nov,8.0
lj center,2016,Nov,3.0
amp gaji,2016,Nov,9.0
lj bezigrad,2016,Dec,21.0
celje,2016,Dec,10.0
trbovlje,2016,Dec,12.0
zagorje,2016,Dec,12.0
hrastnik,2016,Dec,10.0
vnajnarje,2016,Dec,9.0
sostanj,2016,Dec,7.0
topolsica,2016,Dec,5.0
zavodnje,2016,Dec,14.0
veliki vrh,2016,Dec,8.0
graska gora,2016,Dec,13.0
velenje,2016,Dec,3.0
pesje,2016,Dec,9.0
skale,2016,Dec,12.0
kovk,2016,Dec,12.0
dobovec,2016,Dec,13.0
kum,2016,Dec,28.0
ravenska vas,2016,Dec,17.0
sv. mohor,2016,Dec,17.0
lj center,2016,Dec,5.0
amp gaji,2016,Dec,12.0
lj bezigrad,2017,Jan,17.0
celje,2017,Jan,15.0
trbovlje,2017,Jan,12.0
zagorje,2017,Jan,21.0
hrastnik,2017,Jan,19.0
iskrba,2017,Jan,9.6
vnajnarje,2017,Jan,31.0
sostanj,2017,Jan,9.0
topolsica,2017,Jan,7.0
zavodnje,2017,Jan,22.0
veliki vrh,2017,Jan,21.0
graska gora,2017,Jan,19.0
velenje,2017,Jan,5.0
pesje,2017,Jan,12.0
skale,2017,Jan,16.0
kovk,2017,Jan,33.0
dobovec,2017,Jan,29.0
kum,2017,Jan,15.0
ravenska vas,2017,Jan,13.0
sv. mohor,2017,Jan,22.0
lj center,2017,Jan,3.0
ce gaji,2017,Jan,11.0
lj bezigrad,2017,Feb,11.0
celje,2017,Feb,13.0
trbovlje,2017,Feb,14.0
zagorje,2017,Feb,8.0
hrastnik,2017,Feb,11.0
iskrba,2017,Feb,4.2
vnajnarje,2017,Feb,11.0
sostanj,2017,Feb,16.0
topolsica,2017,Feb,5.0
zavodnje,2017,Feb,8.0
veliki vrh,2017,Feb,10.0
graska gora,2017,Feb,16.0
velenje,2017,Feb,6.0
pesje,2017,Feb,10.0
skale,2017,Feb,13.0
kovk,2017,Feb,16.0
dobovec,2017,Feb,16.0
kum,2017,Feb,17.0
ravenska vas,2017,Feb,12.0
sv. mohor,2017,Feb,13.0
lj center,2017,Feb,6.0
ce gaji,2017,Feb,12.0
lj bezigrad,2017,Mar,9.0
celje,2017,Mar,7.0
trbovlje,2017,Mar,11.0
zagorje,2017,Mar,4.0
hrastnik,2017,Mar,9.0
iskrba,2017,Mar,1.5
vnajnarje,2017,Mar,9.0
sostanj,2017,Mar,11.0
topolsica,2017,Mar,7.0
zavodnje,2017,Mar,10.0
veliki vrh,2017,Mar,16.0
graska gora,2017,Mar,11.0
velenje,2017,Mar,7.0
pesje,2017,Mar,12.0
skale,2017,Mar,8.0
kovk,2017,Mar,12.0
dobovec,2017,Mar,18.0
kum,2017,Mar,14.0
ravenska vas,2017,Mar,16.0
sv. mohor,2017,Mar,4.0
lj center,2017,Mar,3.0
ce gaji,2017,Mar,6.0
lj bezigrad,2017,Apr,10.0
celje,2017,Apr,10.0
trbovlje,2017,Apr,8.0
zagorje,2017,Apr,6.0
hrastnik,2017,Apr,5.0
iskrba,2017,Apr,1.3
vnajnarje,2017,Apr,9.0
sostanj,2017,Apr,15.0
topolsica,2017,Apr,9.0
zavodnje,2017,Apr,8.0
veliki vrh,2017,Apr,10.0
graska gora,2017,Apr,13.0
velenje,2017,Apr,8.0
pesje,2017,Apr,11.0
skale,2017,Apr,12.0
kovk,2017,Apr,14.0
dobovec,2017,Apr,19.0
kum,2017,Apr,13.0
ravenska vas,2017,Apr,13.0
sv. mohor,2017,Apr,5.0
lj center,2017,Apr,4.0
ce gaji,2017,Apr,5.0
lj bezigrad,2017,Maj,8.0
celje,2017,Maj,9.0
trbovlje,2017,Maj,6.0
zagorje,2017,Maj,4.0
hrastnik,2017,Maj,5.0
iskrba,2017,Maj,0.9
vnajnarje,2017,Maj,11.0
sostanj,2017,Maj,8.0
topolsica,2017,Maj,10.0
zavodnje,2017,Maj,5.0
veliki vrh,2017,Maj,11.0
graska gora,2017,Maj,14.0
velenje,2017,Maj,9.0
pesje,2017,Maj,9.0
skale,2017,Maj,10.0
kovk,2017,Maj,16.0
dobovec,2017,Maj,17.0
kum,2017,Maj,9.0
ravenska vas,2017,Maj,12.0
sv. mohor,2017,Maj,6.0
lj center,2017,Maj,7.0
ce gaji,2017,Maj,7.0
lj bezigrad,2017,Jun,5.0
celje,2017,Jun,11.0
trbovlje,2017,Jun,3.0
zagorje,2017,Jun,5.0
hrastnik,2017,Jun,5.0
iskrba,2017,Jun,1.4
vnajnarje,2017,Jun,5.0
sostanj,2017,Jun,7.0
topolsica,2017,Jun,10.0
zavodnje,2017,Jun,7.0
veliki vrh,2017,Jun,37.0
graska gora,2017,Jun,14.0
velenje,2017,Jun,8.0
pesje,2017,Jun,11.0
skale,2017,Jun,12.0
kovk,2017,Jun,
dobovec,2017,Jun,
kum,2017,Jun,
ravenska vas,2017,Jun,
sv. mohor,2017,Jun,5.0
lj center,2017,Jun,1.0
ce gaji,2017,Jun,4.0
lj bezigrad,2017,Jul,5.0
celje,2017,Jul,6.0
trbovlje,2017,Jul,5.0
zagorje,2017,Jul,6.0
hrastnik,2017,Jul,6.0
iskrba,2017,Jul,2.8
vnajnarje,2017,Jul,7.0
sostanj,2017,Jul,5.0
topolsica,2017,Jul,9.0
zavodnje,2017,Jul,6.0
veliki vrh,2017,Jul,12.0
graska gora,2017,Jul,12.0
velenje,2017,Jul,9.0
pesje,2017,Jul,10.0
skale,2017,Jul,11.0
kovk,2017,Jul,
dobovec,2017,Jul,
kum,2017,Jul,
ravenska vas,2017,Jul,
sv. mohor,2017,Jul,7.0
lj center,2017,Jul,2.0
ce gaji,2017,Jul,5.0
lj bezigrad,2017,Avg,5.0
celje,2017,Avg,5.0
trbovlje,2017,Avg,6.0
zagorje,2017,Avg,7.0
hrastnik,2017,Avg,7.0
iskrba,2017,Avg,1.4
vnajnarje,2017,Avg,7.0
sostanj,2017,Avg,4.0
topolsica,2017,Avg,7.0
zavodnje,2017,Avg,11.0
veliki vrh,2017,Avg,8.0
graska gora,2017,Avg,15.0
velenje,2017,Avg,7.0
pesje,2017,Avg,13.0
skale,2017,Avg,14.0
kovk,2017,Avg,
dobovec,2017,Avg,
kum,2017,Avg,
ravenska vas,2017,Avg,
sv. mohor,2017,Avg,5.0
lj center,2017,Avg,2.0
ce gaji,2017,Avg,5.0
lj bezigrad,2017,Sep,5.0
celje,2017,Sep,5.0
trbovlje,2017,Sep,8.0
zagorje,2017,Sep,7.0
hrastnik,2017,Sep,7.0
iskrba,2017,Sep,1.0
vnajnarje,2017,Sep,9.0
sostanj,2017,Sep,3.0
topolsica,2017,Sep,8.0
zavodnje,2017,Sep,4.0
veliki vrh,2017,Sep,5.0
graska gora,2017,Sep,13.0
velenje,2017,Sep,7.0
pesje,2017,Sep,10.0
skale,2017,Sep,12.0
kovk,2017,Sep,
dobovec,2017,Sep,
kum,2017,Sep,
ravenska vas,2017,Sep,
sv. mohor,2017,Sep,5.0
lj center,2017,Sep,3.0
ce gaji,2017,Sep,6.0
lj bezigrad,2017,Okt,5.0
celje,2017,Okt,8.0
trbovlje,2017,Okt,6.0
zagorje,2017,Okt,4.0
hrastnik,2017,Okt,8.0
iskrba,2017,Okt,1.0
vnajnarje,2017,Okt,10.0
sostanj,2017,Okt,4.0
topolsica,2017,Okt,8.0
zavodnje,2017,Okt,13.0
veliki vrh,2017,Okt,12.0
graska gora,2017,Okt,12.0
velenje,2017,Okt,6.0
pesje,2017,Okt,11.0
skale,2017,Okt,17.0
kovk,2017,Okt,
dobovec,2017,Okt,
kum,2017,Okt,
ravenska vas,2017,Okt,
sv. mohor,2017,Okt,4.0
lj center,2017,Okt,2.0
ce gaji,2017,Okt,10.0
lj bezigrad,2017,Nov,8.0
celje,2017,Nov,11.0
trbovlje,2017,Nov,10.0
zagorje,2017,Nov,2.0
hrastnik,2017,Nov,6.0
iskrba,2017,Nov,0.9
vnajnarje,2017,Nov,9.0
sostanj,2017,Nov,7.0
topolsica,2017,Nov,9.0
zavodnje,2017,Nov,7.0
veliki vrh,2017,Nov,12.0
graska gora,2017,Nov,9.0
velenje,2017,Nov,6.0
pesje,2017,Nov,11.0
skale,2017,Nov,13.0
kovk,2017,Nov,
dobovec,2017,Nov,
kum,2017,Nov,
ravenska vas,2017,Nov,
sv. mohor,2017,Nov,4.0
lj center,2017,Nov,2.0
ce gaji,2017,Nov,14.0
lj bezigrad,2017,Dec,9.0
celje,2017,Dec,14.0
trbovlje,2017,Dec,10.0
zagorje,2017,Dec,3.0
hrastnik,2017,Dec,7.0
iskrba,2017,Dec,1.1
vnajnarje,2017,Dec,10.0
sostanj,2017,Dec,5.0
topolsica,2017,Dec,9.0
zavodnje,2017,Dec,9.0
veliki vrh,2017,Dec,11.0
graska gora,2017,Dec,12.0
velenje,2017,Dec,7.0
pesje,2017,Dec,8.0
skale,2017,Dec,16.0
kovk,2017,Dec,
dobovec,2017,Dec,
kum,2017,Dec,
ravenska vas,2017,Dec,
sv. mohor,2017,Dec,4.0
lj center,2017,Dec,4.0
ce gaji,2017,Dec,14.0
lj bezigrad,2018,Jan,8.0
celje,2018,Jan,11.0
trbovlje,2018,Jan,8.0
zagorje,2018,Jan,4.0
hrastnik,2018,Jan,5.0
iskrba,2018,Jan,
vnajnarje,2018,Jan,13.0
sostanj,2018,Jan,4.0
topolsica,2018,Jan,12.0
zavodnje,2018,Jan,4.0
veliki vrh,2018,Jan,9.0
graska gora,2018,Jan,11.0
velenje,2018,Jan,7.0
pesje,2018,Jan,9.0
skale,2018,Jan,15.0
sv. mohor,2018,Jan,5.0
lj center,2018,Jan,3.0
ce gaji,2018,Jan,12.0
lj bezigrad,2018,Feb,9.0
celje,2018,Feb,14.0
trbovlje,2018,Feb,6.0
zagorje,2018,Feb,5.0
hrastnik,2018,Feb,7.0
iskrba,2018,Feb,
vnajnarje,2018,Feb,15.0
sostanj,2018,Feb,19.0
topolsica,2018,Feb,5.0
zavodnje,2018,Feb,6.0
veliki vrh,2018,Feb,28.0
graska gora,2018,Feb,11.0
velenje,2018,Feb,7.0
pesje,2018,Feb,13.0
skale,2018,Feb,14.0
sv. mohor,2018,Feb,9.0
lj center,2018,Feb,2.0
ce gaji,2018,Feb,13.0
lj bezigrad,2018,Mar,15.0
celje,2018,Mar,20.0
trbovlje,2018,Mar,12.0
zagorje,2018,Mar,9.0
hrastnik,2018,Mar,11.0
iskrba,2018,Mar,7.0
vnajnarje,2018,Mar,
sostanj,2018,Mar,8.0
topolsica,2018,Mar,8.0
zavodnje,2018,Mar,11.0
veliki vrh,2018,Mar,13.0
graska gora,2018,Mar,17.0
velenje,2018,Mar,9.0
pesje,2018,Mar,20.0
skale,2018,Mar,21.0
sv. mohor,2018,Mar,14.0
lj center,2018,Mar,1.0
ce gaji,2018,Mar,14.0
lj bezigrad,2018,Apr,3.0
celje,2018,Apr,10.0
trbovlje,2018,Apr,6.0
zagorje,2018,Apr,5.0
hrastnik,2018,Apr,5.0
iskrba,2018,Apr,4.0
vnajnarje,2018,Apr,
sostanj,2018,Apr,5.0
topolsica,2018,Apr,5.0
zavodnje,2018,Apr,6.0
veliki vrh,2018,Apr,5.0
graska gora,2018,Apr,11.0
velenje,2018,Apr,6.0
pesje,2018,Apr,15.0
skale,2018,Apr,10.0
sv. mohor,2018,Apr,7.0
lj center,2018,Apr,3.0
ce gaji,2018,Apr,12.0
lj bezigrad,2018,Maj,4.0
celje,2018,Maj,12.0
trbovlje,2018,Maj,6.0
zagorje,2018,Maj,8.0
hrastnik,2018,Maj,5.0
iskrba,2018,Maj,2.0
vnajnarje,2018,Maj,
sostanj,2018,Maj,7.0
topolsica,2018,Maj,11.0
zavodnje,2018,Maj,9.0
veliki vrh,2018,Maj,26.0
graska gora,2018,Maj,6.0
velenje,2018,Maj,10.0
pesje,2018,Maj,13.0
skale,2018,Maj,10.0
sv. mohor,2018,Maj,11.0
lj center,2018,Maj,2.0
ce gaji,2018,Maj,8.0
lj bezigrad,2018,Jun,3.0
celje,2018,Jun,12.0
trbovlje,2018,Jun,8.0
zagorje,2018,Jun,5.0
hrastnik,2018,Jun,1.0
iskrba,2018,Jun,3.0
vnajnarje,2018,Jun,
sostanj,2018,Jun,6.0
topolsica,2018,Jun,7.0
zavodnje,2018,Jun,7.0
veliki vrh,2018,Jun,33.0
graska gora,2018,Jun,7.0
velenje,2018,Jun,6.0
pesje,2018,Jun,13.0
skale,2018,Jun,7.0
sv. mohor,2018,Jun,6.0
lj center,2018,Jun,0.0
ce gaji,2018,Jun,11.0
lj bezigrad,2018,Jul,3.0
celje,2018,Jul,11.0
trbovlje,2018,Jul,4.0
zagorje,2018,Jul,4.0
hrastnik,2018,Jul,2.0
iskrba,2018,Jul,2.0
vnajnarje,2018,Jul,
sostanj,2018,Jul,3.0
topolsica,2018,Jul,5.0
zavodnje,2018,Jul,6.0
veliki vrh,2018,Jul,12.0
graska gora,2018,Jul,7.0
velenje,2018,Jul,10.0
pesje,2018,Jul,9.0
skale,2018,Jul,4.0
sv. mohor,2018,Jul,10.0
lj center,2018,Jul,1.0
ce gaji,2018,Jul,9.0
lj bezigrad,2018,Avg,3.0
celje,2018,Avg,8.0
trbovlje,2018,Avg,5.0
zagorje,2018,Avg,6.0
hrastnik,2018,Avg,4.0
iskrba,2018,Avg,2.0
vnajnarje,2018,Avg,
sostanj,2018,Avg,3.0
topolsica,2018,Avg,12.0
zavodnje,2018,Avg,10.0
veliki vrh,2018,Avg,23.0
graska gora,2018,Avg,11.0
velenje,2018,Avg,7.0
pesje,2018,Avg,6.0
skale,2018,Avg,5.0
sv. mohor,2018,Avg,6.0
lj center,2018,Avg,3.0
ce gaji,2018,Avg,11.0
lj bezigrad,2018,Sep,6.0
celje,2018,Sep,7.0
trbovlje,2018,Sep,7.0
zagorje,2018,Sep,12.0
hrastnik,2018,Sep,7.0
iskrba,2018,Sep,3.0
vnajnarje,2018,Sep,
sostanj,2018,Sep,4.0
topolsica,2018,Sep,13.0
zavodnje,2018,Sep,13.0
veliki vrh,2018,Sep,8.0
graska gora,2018,Sep,7.0
velenje,2018,Sep,7.0
pesje,2018,Sep,7.0
skale,2018,Sep,6.0
sv. mohor,2018,Sep,13.0
lj center,2018,Sep,3.0
ce gaji,2018,Sep,10.0
lj bezigrad,2018,Okt,9.0
celje,2018,Okt,7.0
trbovlje,2018,Okt,7.0
zagorje,2018,Okt,9.0
hrastnik,2018,Okt,7.0
iskrba,2018,Okt,3.0
vnajnarje,2018,Okt,
sostanj,2018,Okt,4.0
topolsica,2018,Okt,5.0
zavodnje,2018,Okt,43.0
veliki vrh,2018,Okt,23.0
graska gora,2018,Okt,16.0
velenje,2018,Okt,10.0
pesje,2018,Okt,7.0
skale,2018,Okt,9.0
sv. mohor,2018,Okt,11.0
lj center,2018,Okt,3.0
ce gaji,2018,Okt,7.0
lj bezigrad,2018,Nov,10.0
celje,2018,Nov,10.0
trbovlje,2018,Nov,10.0
zagorje,2018,Nov,7.0
hrastnik,2018,Nov,7.0
iskrba,2018,Nov,4.0
vnajnarje,2018,Nov,
sostanj,2018,Nov,3.0
topolsica,2018,Nov,6.0
zavodnje,2018,Nov,15.0
veliki vrh,2018,Nov,10.0
graska gora,2018,Nov,23.0
velenje,2018,Nov,7.0
pesje,2018,Nov,5.0
skale,2018,Nov,7.0
sv. mohor,2018,Nov,9.0
lj center,2018,Nov,3.0
ce gaji,2018,Nov,7.0
lj bezigrad,2018,Dec,8.0
celje,2018,Dec,8.0
trbovlje,2018,Dec,5.0
zagorje,2018,Dec,6.0
hrastnik,2018,Dec,9.0
iskrba,2018,Dec,3.0
vnajnarje,2018,Dec,
sostanj,2018,Dec,2.0
topolsica,2018,Dec,3.0
zavodnje,2018,Dec,12.0
veliki vrh,2018,Dec,9.0
graska gora,2018,Dec,19.0
velenje,2018,Dec,7.0
pesje,2018,Dec,3.0
skale,2018,Dec,7.0
sv. mohor,2018,Dec,7.0
lj center,2018,Dec,2.0
ce gaji,2018,Dec,7.0
lj bezigrad,2019,Jan,9.0
celje,2019,Jan,7.0
trbovlje,2019,Jan,8.0
zagorje,2019,Jan,4.0
hrastnik,2019,Jan,5.0
iskrba,2019,Jan,5.0
sostanj,2019,Jan,4.0
topolsica,2019,Jan,5.0
zavodnje,2019,Jan,16.0
veliki vrh,2019,Jan,13.0
graska gora,2019,Jan,10.0
velenje,2019,Jan,5.0
pesje,2019,Jan,5.0
skale,2019,Jan,10.0
sv. mohor,2019,Jan,7.0
lj center,2019,Jan,16.0
ce gaji,2019,Jan,12.0
lj bezigrad,2019,Feb,10.0
celje,2019,Feb,7.0
trbovlje,2019,Feb,8.0
zagorje,2019,Feb,4.0
hrastnik,2019,Feb,4.0
iskrba,2019,Feb,3.0
sostanj,2019,Feb,8.0
topolsica,2019,Feb,8.0
zavodnje,2019,Feb,8.0
veliki vrh,2019,Feb,12.0
graska gora,2019,Feb,7.0
velenje,2019,Feb,6.0
pesje,2019,Feb,7.0
skale,2019,Feb,9.0
sv. mohor,2019,Feb,7.0
lj center,2019,Feb,15.0
ce gaji,2019,Feb,12.0
lj bezigrad,2019,Mar,5.0
celje,2019,Mar,10.0
trbovlje,2019,Mar,7.0
zagorje,2019,Mar,4.0
hrastnik,2019,Mar,2.0
iskrba,2019,Mar,2.0
sostanj,2019,Mar,8.0
topolsica,2019,Mar,7.0
zavodnje,2019,Mar,7.0
veliki vrh,2019,Mar,13.0
graska gora,2019,Mar,6.0
velenje,2019,Mar,4.0
pesje,2019,Mar,8.0
skale,2019,Mar,9.0
sv. mohor,2019,Mar,8.0
lj center,2019,Mar,3.0
ce gaji,2019,Mar,8.0
lj bezigrad,2019,Apr,5.0
celje,2019,Apr,11.0
trbovlje,2019,Apr,8.0
zagorje,2019,Apr,5.0
hrastnik,2019,Apr,2.0
iskrba,2019,Apr,2.0
sostanj,2019,Apr,5.0
topolsica,2019,Apr,5.0
zavodnje,2019,Apr,25.0
veliki vrh,2019,Apr,9.0
graska gora,2019,Apr,11.0
velenje,2019,Apr,6.0
pesje,2019,Apr,9.0
skale,2019,Apr,9.0
sv. mohor,2019,Apr,7.0
lj center,2019,Apr,4.0
ce gaji,2019,Apr,14.0
lj bezigrad,2019,Maj,6.0
celje,2019,Maj,8.0
trbovlje,2019,Maj,10.0
zagorje,2019,Maj,5.0
hrastnik,2019,Maj,3.0
iskrba,2019,Maj,1.0
sostanj,2019,Maj,4.0
topolsica,2019,Maj,8.0
zavodnje,2019,Maj,4.0
veliki vrh,2019,Maj,4.0
graska gora,2019,Maj,6.0
velenje,2019,Maj,6.0
pesje,2019,Maj,10.0
skale,2019,Maj,11.0
sv. mohor,2019,Maj,9.0
lj center,2019,Maj,4.0
ce gaji,2019,Maj,16.0
lj bezigrad,2019,Jun,5.0
celje,2019,Jun,5.0
trbovlje,2019,Jun,6.0
zagorje,2019,Jun,3.0
hrastnik,2019,Jun,2.0
iskrba,2019,Jun,4.0
sostanj,2019,Jun,7.0
topolsica,2019,Jun,5.0
zavodnje,2019,Jun,11.0
veliki vrh,2019,Jun,6.0
graska gora,2019,Jun,8.0
velenje,2019,Jun,5.0
pesje,2019,Jun,7.0
skale,2019,Jun,12.0
sv. mohor,2019,Jun,12.0
lj center,2019,Jun,7.0
ce gaji,2019,Jun,12.0
lj bezigrad,2019,Jul,5.0
celje,2019,Jul,8.0
trbovlje,2019,Jul,6.0
zagorje,2019,Jul,1.0
hrastnik,2019,Jul,2.0
iskrba,2019,Jul,2.0
sostanj,2019,Jul,7.0
topolsica,2019,Jul,7.0
zavodnje,2019,Jul,8.0
veliki vrh,2019,Jul,7.0
graska gora,2019,Jul,9.0
velenje,2019,Jul,6.0
pesje,2019,Jul,8.0
skale,2019,Jul,12.0
sv. mohor,2019,Jul,7.0
lj center,2019,Jul,7.0
ce gaji,2019,Jul,12.0
lj bezigrad,2019,Avg,5.0
celje,2019,Avg,7.0
trbovlje,2019,Avg,5.0
zagorje,2019,Avg,2.0
hrastnik,2019,Avg,3.0
iskrba,2019,Avg,2.0
sostanj,2019,Avg,7.0
topolsica,2019,Avg,5.0
zavodnje,2019,Avg,57.0
veliki vrh,2019,Avg,12.0
graska gora,2019,Avg,5.0
velenje,2019,Avg,5.0
pesje,2019,Avg,14.0
skale,2019,Avg,10.0
sv. mohor,2019,Avg,8.0
lj center,2019,Avg,6.0
ce gaji,2019,Avg,8.0
lj bezigrad,2019,Sep,6.0
celje,2019,Sep,7.0
trbovlje,2019,Sep,9.0
zagorje,2019,Sep,2.0
hrastnik,2019,Sep,4.0
iskrba,2019,Sep,2.0
sostanj,2019,Sep,3.0
topolsica,2019,Sep,9.0
zavodnje,2019,Sep,7.0
veliki vrh,2019,Sep,5.0
graska gora,2019,Sep,33.0
velenje,2019,Sep,3.0
pesje,2019,Sep,11.0
skale,2019,Sep,8.0
sv. mohor,2019,Sep,5.0
lj center,2019,Sep,5.0
ce gaji,2019,Sep,12.0
lj bezigrad,2019,Okt,5.0
celje,2019,Okt,7.0
trbovlje,2019,Okt,7.0
zagorje,2019,Okt,2.0
hrastnik,2019,Okt,
iskrba,2019,Okt,2.0
sostanj,2019,Okt,8.0
topolsica,2019,Okt,5.0
zavodnje,2019,Okt,21.0
veliki vrh,2019,Okt,5.0
graska gora,2019,Okt,26.0
velenje,2019,Okt,4.0
pesje,2019,Okt,4.0
skale,2019,Okt,12.0
sv. mohor,2019,Okt,6.0
lj center,2019,Okt,4.0
ce gaji,2019,Okt,17.0
lj bezigrad,2019,Nov,6.0
celje,2019,Nov,6.0
trbovlje,2019,Nov,7.0
zagorje,2019,Nov,4.0
hrastnik,2019,Nov,
iskrba,2019,Nov,2.0
sostanj,2019,Nov,5.0
topolsica,2019,Nov,5.0
zavodnje,2019,Nov,3.0
veliki vrh,2019,Nov,4.0
